@relation chat

@attribute class_area {socio-emocional,tarea}
@attribute mensaje string
@attribute adjectives numeric
@attribute adverbs numeric
@attribute determinants numeric
@attribute names numeric
@attribute verbs numeric
@attribute pronouns numeric
@attribute conjuctions numeric
@attribute interjections numeric
@attribute prepositions numeric
@attribute punctuation numeric
@attribute numerals numeric
@attribute dates_times numeric

@data
tarea,'se decir que uno programa aprender de uno experiencia f con_respecto_a uno clase de tarea f y medida de desempeño f , si su desempeño en el tarea en f , de_acuerdo_con el medida f , mejora con el experiencia r ',0,0,7,17,2,1,3,0,8,3,0,0
tarea,'uno forma sencillo de explicar el principal ventaja de el aprendizaje de máquina : ',2,0,3,4,1,0,0,0,3,1,0,0
tarea,'“ encontrar uno error en uno programa , y arreglar lo , hacer que el programa funcionar correcta_mente hoy . ',0,2,3,3,4,1,2,0,1,4,0,0
tarea,'hacer que el programa encontrar el problema y lo arreglar , hacer que el programa funcionar bien siempre ” ',0,2,3,3,5,1,3,0,0,2,0,0
tarea,'este último el encontró en uno página , capaz que este bueno para entender lo . ',3,0,3,2,1,2,1,0,2,2,0,0
tarea,'perfecto , estar muy bueno el inflo , coincidir en que se basar en experiencia pasar para mejorar el desempeño de el tarea futuro . ',2,1,3,5,5,1,1,0,4,3,0,0
tarea,'si querer ya poder ir armar uno respuesta en base a el que averiguar . ',0,1,2,2,5,1,1,0,2,1,0,0
tarea,'que opinar ? ',0,0,0,0,1,0,1,0,0,1,0,0
socio-emocional,'a le da le , joya . ',0,0,0,1,2,2,0,0,0,2,0,0
tarea,'entre el que tener ir hacer uno rejuntar y poner también con nuestro palabra el que entender . ',0,1,4,1,6,2,1,0,2,1,0,0
tarea,'cuando armar uno respuesta ver si le faltar algo , y si estar todo de acuerdo . ',0,0,1,2,4,3,4,0,1,2,0,0
socio-emocional,'bárbaro ',0,0,0,1,0,0,0,0,0,0,0,0
tarea,'si le parecer empezar a escribir el respuesta y a_medida_que el otro chico ir ver , agregar / modificar cosa . ',0,0,3,3,7,1,3,0,1,3,0,0
socio-emocional,'a le , por mi no haber problema . ',0,1,1,1,2,1,0,0,1,2,0,0
tarea,'fija te que en el inflo que poner vos en tu comentario , poner también uno par de ejemplo , que poder llegar a servir para el pregunta 2 . ',0,0,4,5,7,4,1,0,5,3,1,0
socio-emocional,'gracia ',0,0,0,1,0,0,0,0,0,0,0,0
tarea,'hola , si yo estar de_acuerdo_con el idea q venir decir . ',0,0,1,1,3,2,1,1,1,2,0,0
tarea,'se podrir llegar a agregar que el mayoría de el problema ser de el tipo np-hard ( el q ver en algoritmos 2 ) , q se centrar en el estudio de el complejidad computacional , q intentar eliminar el interacción hombre_maquina . ',2,0,7,9,7,5,1,0,6,5,1,0
tarea,'el idea de el definición , desde mi punto de vista , podrir decir se q el aprendizaje de maquinar se basar en desarrollar programa , el cual le permitir a el computador aprender , por_medio_de ejemplo concreto , o por prueba y error , tipo de patrón similar en el entrada de el programa . ',2,0,8,15,6,4,3,0,11,7,0,0
socio-emocional,'me parecer bien tomás ',0,1,0,1,1,1,0,0,0,0,0,0
socio-emocional,'ahora armar uno respuesta con nuestro palabra , sobre el que decir . ',0,1,3,2,2,1,0,0,2,2,0,0
tarea,'armar el pregunta 1 en base a el información que recolectar , tratar de no copiar y pegar y que ser mas que nada el que interpretar de el concepto , que ser el que nos pedir . ',0,1,5,4,9,7,4,0,4,3,1,0
tarea,'cualquiera cosa que pensar que se poder agregar o que se le ocurrir cambiar , ser bienvenido : ) ',1,0,1,1,6,5,2,0,0,3,0,0
tarea,'ir agregar para el respuesta 2 acá : ',0,0,1,2,2,0,0,0,1,1,1,0
tarea,'ca encontrar algo que poder servir para el pregunta 3 : ',0,0,1,2,3,2,0,0,1,1,1,0
tarea,'uno conjunto de predicado prolog que permitir relacionar uno texto con alguno de su parte , palabra o elemento , de manera que se poder distinguir o discriminar de el resto de el texto según alguno criterio , y que se poder procesar utilizar el técnica de el programación declarativo , o de el programación lógico . ',2,0,9,14,8,5,5,0,9,5,0,0
tarea,'relacionar a su vez , mediante predicado adecuar , este término con otro elemento conceptual_mente significativo , de el mismo o de otro texto . ',2,1,5,5,2,0,1,0,5,4,0,0
tarea,'ser decir , de cuyo relación se poder obtener alguno tipo de conocimiento . ',0,0,1,3,4,2,0,0,2,2,0,0
tarea,'para ello se poder utilizar 2 instrumento principal con el que contar prolog ( y el programación lógico ) , y que lo hacer particular_mente indicar para este tipo de tarea : el tratamiento recursivo de dato ( el recursividad ) y el listas . ',3,1,6,9,5,5,3,0,5,7,1,0
tarea,'también considerar de interés el predicado que permitir el conversión de texto en lista . ',0,1,2,5,2,1,0,0,3,1,0,0
tarea,'de forma que este último , en su calidad de estructura singular de dato , permitir uno serie de posibilidad adicional de proceso y de relación ',3,0,3,8,1,1,1,0,7,2,0,0
tarea,'estar ver y este bueno este material iva para el 3 ',2,0,3,1,2,0,1,0,1,0,1,0
socio-emocional,'ahora ir a armar uno pseudo_respuesta a ver que opinar y de ultimar lo modificar ',0,1,1,1,6,1,2,0,3,0,0,0
tarea,'como operar de forma automático , el motor de búsqueda contener general_mente más información que el directorio . ',1,2,2,5,2,0,2,0,2,2,0,0
tarea,'sin embargo , este último también haber de construir se a_partir_de búsqueda ( no automatizar ) orbiten a_partir_de aviso dar por el creador de página . ',1,2,2,5,4,1,1,0,6,4,0,0
tarea,'el bueno directorio combinar ambos sistema . ',1,0,2,2,1,0,0,0,0,1,0,0
tarea,'bien , me parecer que en este pregunta haber que ver en qué caso se poder aplicar y describir cómo se aplicar , más que el que significar en sí ',0,2,3,2,8,6,4,0,3,2,0,0
tarea,'yo mencionar uno ejemplo muy simple en otro comentario que hacer ',1,1,2,2,2,2,0,0,1,0,0,0
tarea,'otro poder ser por el que averiguar , en el ámbito bancario por_ejemplo el hecho de determinar si se le poder conceder uno crédito a determinar cliente en base a el experiencia que tener el cliente en el banco ( p . y si ha cumplir con el pago , si anterior_mente ha sacar otro creditor , etcétera ) , seriar uno caso en el que se aprender de el experiencia pasar . ',1,2,12,13,13,7,4,2,10,9,0,0
tarea,'otro aplicación podrir ser el análisis de imagen para reconocer objeto , por eje para reconocer persona dentoide uno imagen , ver que en faces cuando subir uno foto auto_m_a_tic_amen_te te reconocer a todo el persona de el foto ? no se si tener que ver , pero en base a tu amigo y el que conocer poder determinar con quien este en el foto . y así haber mucho mas ',0,2,12,17,11,4,8,0,12,5,0,0
tarea,'cual le parecer agregar a el respuesta ? ',0,0,1,1,2,2,0,0,1,1,0,0
socio-emocional,'chicos tener que rendir mañana prov . expío , estar practicar , mía vengar de rendir y ya estar re libre y me poner a completar este ! ! disculpar ! ! ',1,3,0,4,10,2,3,0,2,7,0,0
tarea,'hola chico / as como andar ? ahí poner uno pseudo respuesta de el 3 , cualquiera cosa que querer agregar o modificar ser bienvenido ',2,1,3,4,6,1,2,1,1,3,1,0
tarea,'y con_respecto_a el otro pregunta el 2 ya este lista y en el 1 solo nos faltar hilvanar el 1 párrafo con el 2do . mañana des de rendir si querer nos poder conectar y dar le forma a el t . hasta mañana ! ',2,2,8,7,7,3,4,0,6,3,3,0
tarea,'onda , ah leer el que poner . ',0,1,1,0,3,1,0,0,0,2,0,0
tarea,'este bueno , después ver si le agregar algo mas o si haber que modificar algo . ',1,1,1,0,4,3,5,0,0,2,0,0
tarea,'recién justificar todo el documento para que quedar prolijo ( cosa no muy importante , pero bueno ) . ',3,3,2,2,2,0,2,0,1,4,0,0
socio-emocional,'hola chico como andar ? ',0,0,0,1,1,0,1,1,0,1,0,0
tarea,'estar ver y para mi así este bastante bien ',0,2,2,1,2,0,1,0,1,0,0,0
tarea,'y creer que no deberíamos seguir agregando le cosa porque lo sobrecargar , para mi así ya este excelente ',1,2,2,2,5,2,3,0,1,1,0,0
tarea,'no se que opinar usted ... ',0,1,0,0,1,3,0,0,0,1,0,0
socio-emocional,'ahora le dar uno leila a todo a ver como este ',0,1,2,1,2,2,1,0,2,0,0,0
tarea,'pero por el que ver parecer que este ',0,0,2,0,2,1,2,0,1,0,0,0
tarea,'perdoné mi ignorancia , pero que ser el chata han_g_out ? ',0,0,2,4,1,1,1,0,0,2,0,0
tarea,'mejor decir , como empezar a usar lo ? ',0,1,0,0,3,1,1,0,1,2,0,0
tarea,'cuestiona , en que quedar con el t ? ya este para entregar ? ',0,1,2,2,2,1,0,0,3,3,0,0
tarea,'a mi parecer ya este entregable ',1,1,2,1,0,0,0,0,1,0,0,0
tarea,'si le parecer mas a el noche ver bien el 3 punto y si estar todo de acuerdo lo dejar listo ',1,1,2,3,4,3,4,0,2,0,1,0
tarea,'me parecer a mi que este bastante bien ',0,2,2,0,1,1,1,0,1,0,0,0
socio-emocional,'como decir , a el noche de ultimar lo ver todo junto ',1,0,2,2,2,1,1,0,2,1,0,0
socio-emocional,'chico ah actualizo uno cosa ',1,0,1,2,1,0,0,0,0,0,0,0
tarea,'cuando poder relean lo así ya lo entregar ',0,1,0,1,3,2,1,0,0,0,0,0
tarea,'quedo bien ',0,1,0,0,0,0,0,1,0,0,0,0
socio-emocional,'a ver , ah le pegar uno leila y le dar mi opinión ',0,1,2,2,3,2,1,0,1,1,0,0
tarea,'yo creer que este bastante bien ',0,2,1,0,1,1,1,0,0,0,0,0
tarea,'por mi estarza para mandar ',1,0,1,0,1,0,0,0,2,0,0,0
socio-emocional,'perfecto ',1,0,0,0,0,0,0,0,0,0,0,0
tarea,'el paso a puf y se el mando ',0,0,2,3,0,1,1,0,1,0,0,0
socio-emocional,'da le ',0,0,0,0,1,1,0,0,0,0,0,0
tarea,'chico recién leu que haber que hablar por acá , este perfecto el trabajo para mi . ',1,1,3,4,2,1,1,0,2,2,0,0
tarea,'parecer limón el motilones , jajajá ',0,0,1,2,1,0,0,1,0,1,0,0
socio-emocional,'jajay buen_is_i_m_o chico ',1,0,0,1,0,0,0,1,0,0,0,0
socio-emocional,'en uno ratio ya mandar el trabajo por mal ',0,1,2,3,1,0,0,0,2,0,0,0
socio-emocional,'genial ! ! ',0,0,0,1,0,0,0,0,0,2,0,0
tarea,'hola , me leer ? ',0,0,0,0,1,1,0,1,0,2,0,0
socio-emocional,'ok . ',0,0,0,1,0,0,0,0,0,1,0,0
tarea,'imaginar que ser más fácil para usted porque sino ir a tener que dejar logreado uno usuario en el documento , no tener charlo ',1,2,2,3,7,1,4,0,3,1,0,0
tarea,'en uno han_g_out , perdón , llamo T1_W12 ',0,0,1,2,1,0,0,0,1,2,1,0
tarea,'a ver , agrega me a han_g_out_s a mí . aereal@gmail.com , que yo tratar de agregar te nueva_mente ',0,1,0,2,4,5,0,0,4,3,0,0
tarea,'ya este ',0,1,1,0,0,0,0,0,0,0,0,0
tarea,'hacer este primero igual : ',1,1,0,0,1,1,0,0,0,1,0,0
tarea,'vestir en tu mal , que tener el chata de han_g_out_s ? a el derecha de tu nombre ir a ver uno lechina hacia abajo . ',0,1,5,6,4,1,0,0,6,3,0,0
tarea,'raceles clica ',0,0,0,2,0,0,0,0,0,0,0,0
socio-emocional,'si ya esta ',0,1,0,0,1,0,1,0,0,0,0,0
tarea,'deber ver tu configuración de han_g_out , notificación , etcétera . ',0,0,1,3,2,0,0,0,1,4,0,0
tarea,'en uno de ese parte tener cosa archivar , invitación ',0,0,1,3,2,1,0,0,2,1,0,0
tarea,'en invitación deber estar el de el cátedra ',0,0,2,2,2,0,0,0,2,0,0,0
socio-emocional,'siso ',0,0,0,1,0,0,0,0,0,0,0,0
tarea,'fija te si te llegar uno invitación para entrar a uno han_g_out ',0,0,2,2,3,2,1,0,2,0,0,0
socio-emocional,'no no me llegar nada ',0,2,0,0,1,2,0,0,0,0,0,0
socio-emocional,'uh , resolver el ticket en donde dejar decir como fijar te ',0,0,1,1,4,2,1,1,1,1,0,0
tarea,'pero bueno , andar a tu mal ',0,0,1,1,1,0,1,1,1,1,0,0
tarea,'en el chata ',0,0,1,1,0,0,0,0,1,0,0,0
tarea,'a tu derecha haber uno lechina ',0,0,2,2,1,0,0,0,1,0,0,0
socio-emocional,'pero ser ah y no tenia nada ',1,1,0,1,1,1,2,0,0,0,0,0
socio-emocional,'posta ? dama ',0,0,0,1,1,0,0,0,0,1,0,0
tarea,'estar adentro porque te ver ',0,1,0,0,2,1,1,0,0,0,0,0
tarea,'fija te si no te aparecer el invitar ',0,1,1,0,3,2,1,0,0,0,0,0
tarea,'dentoide el lista de han_g_out tampoco ? ',0,1,1,2,0,0,0,0,2,1,0,0
socio-emocional,'sisés ya este ',0,1,1,1,0,0,0,0,0,0,0,0
socio-emocional,'genial ',1,0,0,0,0,0,0,0,0,0,0,0
tarea,'chico , empezar a usar el fang_out 18:30 ir a dejar de tomar dato de este chata para estadísticas . ',0,0,2,5,5,0,0,0,5,2,1,0
tarea,'todo el grupo ya migrar a ese chata ser el unimos que faltar ',0,1,4,3,3,1,0,0,1,0,0,0
tarea,'ya lo estar usar ',0,1,0,0,2,1,0,0,0,0,0,0
tarea,'lo estar usar hacer uno hora mas o menos ',0,1,1,1,3,1,2,0,0,0,0,0
tarea,'estar por ahí ? ',0,1,0,0,1,0,0,0,1,1,0,0
tarea,'si , acá estar ... subastan no poder ver el conversación ',0,1,1,2,4,0,1,0,0,2,0,0
tarea,'tener que aceptar la ',0,0,0,0,2,1,1,0,0,0,0,0
socio-emocional,'ahora le explicar ',0,1,0,0,1,1,0,0,0,0,0,0
socio-emocional,'acá estar ',0,0,0,0,2,0,0,0,0,0,0,0
socio-emocional,'esas ',0,1,0,0,0,0,0,0,0,0,0,0
socio-emocional,'buen_í_si_m_o ',1,0,0,0,0,0,0,0,0,0,0,0
socio-emocional,'bien ah , maté lo tener mas claro que yo para mal ',2,1,0,2,1,3,1,0,1,1,0,0
tarea,'lo acabar de buscar , yo no estar muy familiarizar con han_g_out desde el web , siempre el uso desde el cela ',0,3,3,3,5,2,0,0,4,2,0,0
tarea,'mientras esperar a el demás leer uno poco sobre machine_learning ',0,0,2,1,2,2,1,0,2,0,0,0
socio-emocional,'da le da le ',0,0,0,0,2,2,0,0,0,0,0,0
tarea,'yo lo único que se de ny ser que el mayoría de el cosa hoy en día lo usar , como por_ejemplo el buscador de g_o_o_g_le , o cosa de ese índole que aprender constá_n_temen_te de el información que se le ir proveer , y en base a ese provenir funcionalidad de manera dinámico , por así decir lo ',2,4,5,12,7,11,4,0,10,4,0,0
tarea,'en el caso de g_o_o_g_le , el buscador de ellos aprender de todo nosotros que constante_mente le ir \" enseñando \" qué cosa buscar y qué no ',0,2,3,5,3,6,1,0,4,3,0,0
socio-emocional,'sir ser basic_amen_te ese ',0,1,0,1,1,1,0,0,0,0,0,0
tarea,'yo estar ver el que decir el sikh , aunque bueno habría que buscar algo uno poco más científico ',2,2,3,2,4,3,2,0,0,1,0,0
tarea,'a_medida_que agregar información , aprender ',0,0,0,1,2,0,1,0,0,1,0,0
tarea,'claro , pero no se qué tanto similitud tener de uno red neuronal , porque son_conceptos distintos ',1,2,2,4,1,2,2,0,1,2,0,0
socio-emocional,'claro ',0,1,0,0,0,0,0,0,0,0,0,0
socio-emocional,'ir a leer uno poco mientras esperar a el resto ',0,0,2,1,3,1,1,0,2,0,0,0
tarea,'ser uno paradigma ',0,0,1,1,1,0,0,0,0,0,0,0
tarea,'( el de couriers dar curso re interesantes sobre este tema , nunca lo poder hacer ) ',2,1,2,3,3,1,0,0,2,3,0,0
tarea,'mililitro usar ese ? ',0,0,0,1,1,1,0,0,0,1,0,0
tarea,'usar qué ? ',0,0,0,0,1,1,0,0,0,1,0,0
tarea,'red neuronal ? según tener entender ',1,0,0,1,2,0,1,0,0,1,0,0
socio-emocional,'claro ',0,1,0,0,0,0,0,0,0,0,0,0
tarea,'ser uno de el tanto manera de acercar se a el que ser ny ',0,0,4,2,3,2,0,0,3,0,0,0
socio-emocional,'estar ',0,0,0,0,1,0,0,0,0,0,0,0
tarea,'yo hacer algo similar con imagen porno . ',2,0,0,1,1,2,0,0,1,1,0,0
tarea,'entrenar uno algoritmo para que detectar determinar cantidad de piel en imagen , y nosotros lo ta_g_ge_abamos como porno o no . ',1,1,1,4,4,2,4,0,3,2,0,0
tarea,'en base a ese sacar valor que usar para otro algoritmo , y con ese detectábamos de un manera bastante acertar si el imagen que estar analizar en ese momento ser porno o no . ( desnudo en realidad ) ',2,2,3,7,8,4,3,0,7,4,0,0
tarea,'hola partís , estar charlar uno poco mientras esperar a ande ',0,0,1,2,3,1,1,1,1,1,0,0
tarea,'creer que salir de rendir ahora ',0,1,0,0,3,0,1,0,1,0,0,0
tarea,'que se rendid hoy ? ? ',0,1,0,0,1,1,1,0,0,2,0,0
socio-emocional,'a de uno ',0,0,1,0,0,0,0,0,2,0,0,0
tarea,'exploratoria , entre otro cosa ',0,0,1,2,0,0,0,0,1,1,0,0
socio-emocional,'sir exploratorio ',1,0,0,1,0,0,0,0,0,0,0,0
tarea,'que onda si alguien no aprobar el cursar de exploratorio y el trabajo si ? ',1,1,2,2,2,1,4,0,1,1,0,0
tarea,'y decir que deber desaprobar ',0,0,0,0,3,0,2,0,0,0,0,0
tarea,'y calcular que desaprobase ',0,0,0,0,2,0,2,0,0,0,0,0
tarea,'o capaz q te guardar el nota para le año q venir si el queresa recusar y no dar libre ',2,1,2,3,4,4,3,0,1,0,0,0
tarea,'no tener el menor idea , capaz te guardar el nota , porque por el que ver ser cosa que no se relacionar demasiado ',2,3,3,3,5,4,1,0,1,2,0,0
tarea,'ha no , el tendrías que pre ',0,0,1,3,0,1,0,1,0,1,0,0
tarea,'preguntar por el duda , no suponer ',0,1,1,1,2,0,0,0,1,1,0,0
socio-emocional,'igual preguntar de curioso lo aprobar el año pasar jajay ',1,1,1,1,3,1,0,1,1,0,0,0
socio-emocional,'ja_ja_j_ja_a ',0,0,0,0,0,0,0,1,0,0,0,0
tarea,'si falta alga 2 te guardar el nota ? ',0,0,1,3,1,1,1,0,0,1,1,0
tarea,'igual decir que ese cosa lo hablar por otro canal , ¿ no ? : p , para no desvirtuar el que tener que ver con el realización de el trabajo . ',0,3,5,5,5,2,2,0,4,6,0,0
tarea,'sino cada vez que entrar alguien se tener que leer banda de cosa que no tener nada que ver jajay ',0,1,1,3,5,6,2,1,1,0,0,0
socio-emocional,'jajajá si ser verdad ',0,0,0,1,1,0,1,1,0,0,0,0
tarea,'ah posta nos esta monitorizando ',0,0,0,1,2,1,0,1,0,0,0,0
socio-emocional,'yo que querida charlar sobre el t tomar uno cerveza en andares ',0,0,2,4,2,1,1,0,2,0,0,0
tarea,'mirar este quite , ser genial : \" a computen programé i salid ton lean froté experiencia f hit respecta ton soma clase o tasés f anda performance mensure f , i is performance ata tasés i f , as mesures b f , improvisá hit experiencia f \" ',5,1,1,28,6,0,0,0,1,7,0,0
socio-emocional,'y , pasar que ser difícil , tener que grabar el reunión , que no me parecer malo idea tampoco , me gustar más el cara_a_cara . ',2,4,2,2,6,3,3,0,0,5,0,0
socio-emocional,'pero ser re difícil grabar en video too_o_o_do . ',2,0,0,2,2,0,1,0,1,1,0,0
tarea,'porque con audio no se saber quién decir qué cosa ',0,1,1,2,2,2,1,0,1,0,0,0
tarea,'ese nos servir para empezar ',0,0,0,0,2,2,0,0,1,0,0,0
tarea,'si no ser uno garro ',0,1,1,0,2,0,1,0,0,0,0,0
tarea,'sino ir cada uno con su pi y hablar por el chata ',0,0,3,2,2,1,2,0,2,0,0,0
socio-emocional,'che este bueno ese ',0,0,0,0,0,2,0,2,0,0,0,0
tarea,'uno programa de computador se decir que aprender de uno experiencia f con_respecto_a uno clase de tarea f y medida de performance f , si el performance de el tarea en f , medida por f , mejorar ese experiencia f , lo traducir re mal ',1,0,6,18,4,2,3,0,8,4,0,0
tarea,'primero tendríamos que poner uno definición mas general ',1,1,1,1,2,0,2,0,0,0,0,0
tarea,'después el sikh hablar de el distinto tipo , refiriendo se a el forma de aprender y a el forma de generar el salida ',1,1,5,5,4,1,1,0,5,1,0,0
tarea,'pero sonar como uno condición que tener que cumplir se para que uno programa cumplir con el criterio de ny ',0,0,3,4,4,2,4,0,3,0,0,0
socio-emocional,'( me andar mal el snackbar ',0,1,1,1,1,1,0,0,0,1,0,0
tarea,'ese nos servir como partida ',0,0,0,1,1,2,1,0,0,0,0,0
socio-emocional,'si como lo explicar sikh este bueno ',1,0,1,1,1,1,2,0,0,0,0,0
socio-emocional,'igual decir que ese si bien servir uno poco , no nos explicar el gran cosa ',1,4,2,1,3,2,2,0,0,1,0,0
tarea,'a ver , decir qué entender cada uno , en 2 oración no más , el que creer que ser ny ',0,2,2,2,5,3,1,0,2,3,1,0
tarea,'¿ le parecer ? ',0,0,0,0,1,1,0,0,0,2,0,0
tarea,'como para ir ver si estar ir en el camino correcto ',1,0,1,1,4,0,2,0,2,0,0,0
tarea,'ser uno manera de estudiar y construir algoritmo que aprender a_partir_de información ',0,0,1,3,4,1,1,0,2,0,0,0
tarea,'ese entendió yo ',0,0,0,0,1,2,0,0,0,0,0,0
tarea,'crear técnicas que permitir a uno computador aprender . ser decir generar uno comportamiento a_partir_de diverso evento que ir afectar a el mismo ',2,0,4,3,8,1,1,0,3,1,0,0
tarea,'mas o menos entre ese este el definición , creer que tener que ver con inteligencia artificial ( poder estar equivocar ) y el idea ser que aprender no solo de el evento , también de el información de entrada el cuál evaluar y procesar y lo volver más \" inteligente \" ',3,3,6,6,12,3,8,0,5,6,0,0
tarea,'uno área vi en el cual se estudiar el diseño de sistema , que mediante el entrada continua de dato tener el capacidad de enseñar se a ellos mismo sobre como perfeccionar se . ',1,0,5,7,4,7,1,0,7,2,0,0
tarea,'( lo de perfeccionar se ser rebatible , ser ganar experiencia , o perfeccionar se en orientación a el que estar diseñar a hacer . ) ',1,0,1,2,8,4,1,0,4,5,0,0
socio-emocional,'estar bien , todo estar en el mismo , buen_í_si_m_o , haber sintonía ',2,1,1,1,3,1,0,0,1,3,0,0
socio-emocional,'joya ',0,0,0,1,0,0,0,0,0,0,0,0
tarea,'faltar el de cande nomás ',1,1,1,0,1,0,0,0,1,0,0,0
tarea,'estar bueno que él leer , decir el suyo sin que lo condicionar ',2,0,1,0,4,2,2,0,1,1,0,0
tarea,'estar ver si cuando cursar inteligencia artificial no lo ver ',1,1,0,1,4,1,2,0,0,0,0,0
tarea,'tener relación , porque para generar uno ui a vez necesitar de donde sacar ese información , imagina te que todo poder ser complementario ',1,0,2,4,7,3,2,0,3,2,0,0
tarea,'el algoritmo de mi herramienta no usar ny , usar el output de uno red neuronal nada más ',1,2,4,5,2,1,0,0,2,1,0,0
socio-emocional,'sir , haber que avisar le , alguno lo conocer ',0,0,0,1,3,3,1,0,0,2,0,0
socio-emocional,'yo no ',0,1,0,0,0,1,0,0,0,0,0,0
tarea,'deber estar llegar , suponer que tardar medio hora en llegar a su casa ',1,0,1,2,6,0,1,0,2,1,0,0
tarea,'el otro vez habiz comentar en cuyo q querida saber si se podio desacotar de el t , pero después hablar por mal así q suponer q querer hacer el t ',2,1,4,6,8,3,3,0,3,1,0,0
tarea,'mientras tanto , si no conocer , como para aprender algo colateral , goleen sobre el test de turno , que ser más de chusma que otro cosa ',1,3,2,4,4,2,4,0,4,4,0,0
tarea,'si querer podríamos ir ver q aplicación utilizar mililitro ',0,0,0,2,5,0,2,0,0,0,0,0
tarea,'varios motor de búsqueda ',0,0,1,2,0,0,0,0,1,0,0,0
tarea,'alguno uso el aplicación socialgr para alguno trabajo de alguno cátedra ? por el que leu en el filmina de inteligencia artificial usar uno tipo de aprendizaje de este estilo ',1,1,7,11,1,1,0,0,7,1,0,0
tarea,'yo uno vez leu , sobre gua , no lo juego ni me gustar , pero decir algo como q el ultimar utilizar algo así , q ir aprender como el usuario ir jugar así a medida q ir avanzar hacia estrategia sobre ese y a el final se te ponía bastante aspereo por así decir lo ',1,4,5,12,12,9,5,0,5,4,0,0
tarea,'y supuesta_mente venir varios juego con ese idea ',0,1,2,2,1,0,1,0,1,0,0,0
tarea,'ah re copado ',0,0,0,1,1,0,0,1,0,0,0,0
tarea,'copar ',0,0,0,0,1,0,0,0,0,0,0,0
socio-emocional,'ahí estar cande ',1,1,0,0,1,0,0,0,0,0,0,0
socio-emocional,'joya ',0,0,0,1,0,0,0,0,0,0,0,0
tarea,'cande , el único que hacer por ahora ser leer uno poco sobre machine_learning , y contar cada uno en uno breve oración qué ser el que entender ! ',3,1,5,2,6,5,1,0,3,3,0,0
tarea,'maté seguir leer lo de el sikh ? ',0,0,1,2,2,1,0,0,1,1,0,0
tarea,'sí ',0,1,0,0,0,0,0,0,0,0,0,0
tarea,'cuando te hablar de el approach ',0,0,1,1,1,1,1,0,1,0,0,0
tarea,'estar leer de varios fuente de internet porque ser tema que he charlar pero nunca le prestar mucho atención , ahora entender uno poco más ',0,3,3,4,6,3,2,1,2,1,0,0
tarea,'vendrían a ser el subtipo o el rama especializar donde se usar ny ',0,0,2,3,4,2,1,0,1,0,0,0
tarea,'haber 3 clasificación importante que destacar : que ser aprendizaje asistir , sin asistencia , y con refuerzo . ',1,0,0,4,4,1,2,0,2,4,1,0
tarea,'si ese justo lo estar leer en sikh ',0,1,0,1,2,2,1,0,1,0,0,0
tarea,'asistir ser el que mencionar yo , de el red neuronal que usar , que lo entrenar específica_mente como a uno nene . ',1,1,3,2,5,4,2,0,2,3,0,0
tarea,'vicié_n_do_le : este imagen ser uno desnudo , este otro imagen no , este sí . ',1,1,5,4,1,0,0,0,0,4,0,0
tarea,'así sucesiva_mente , como pulir la , así aprender nosotros a diferenciar naranja de mandarina básica_mente ',0,4,0,2,3,2,1,0,2,2,0,0
tarea,'y este el semi supervisar ',1,0,2,0,1,0,1,0,0,0,0,0
tarea,'alguno uso lekë ? ',0,0,1,2,0,0,0,0,0,1,0,0
tarea,'por el que ver ser uno software para ny ',0,0,2,2,2,1,0,0,2,0,0,0
tarea,'con refuerzo ( semi supervisar ) , ser que tener uno meta . ',1,0,1,2,3,1,0,0,1,4,0,0
tarea,'se me venir a el cabeza uno juego que ver hacer tiempo , de algoritmo genético , que ser auto , que se crear aleatoria_mente el 1 vez , y ir andar por uno mapa estático . ',3,1,4,7,7,6,1,0,3,5,0,0
tarea,'y si se quedar trabar se matar , tener siempre el mismo obstáculo . ',1,1,1,1,4,2,2,0,0,2,0,0
tarea,'y el que llegar más lejos tener uno valor más alto . ',1,3,2,1,2,1,1,0,0,1,0,0
tarea,'ser bastante más orientar a el valor que se le dar a el algoritmo genético en este caso , pero el cuestión ser que ir aprender de el terreno y de como ellos mutar para poder llegar hasta el final de el camino . ',1,2,7,7,9,4,4,0,8,2,0,0
tarea,'estar bastante bueno ese juego ',1,1,1,1,1,0,0,0,0,0,0,0
tarea,'algo que te guiar por el camino correcto como para no salir para cualquiera lado ( sin supervisión ) , que no tener nada de malo , sólo que a vez cuando hacer uno sin supervisión no ir a saber bien para qué lado poder salir , y podar sorprender te . ',2,5,3,6,10,7,4,0,9,6,0,0
tarea,'a vez se encontrar cosa copar de este manera también ',0,1,1,3,2,1,0,0,2,0,0,0
tarea,'no , no conocer lekë ',0,2,0,1,1,0,0,0,0,1,0,0
tarea,'y tampoco usar socialgr , aunque me re sonar ',1,1,0,1,2,1,2,0,0,1,0,0
socio-emocional,'hola ya estar ',0,1,0,0,1,0,0,1,0,0,0,0
tarea,'el de el gta_martín me hacer acordar a algo que se usar en el befó 4 deas ',0,0,3,3,3,4,0,0,3,0,1,0
tarea,'el ley 4 deas detectar cuando el usuario se estar aburrir y te largo uno horda de zombis , con determinar dificultad , en base a tu reacción dentoide el juego ',1,0,5,9,4,2,2,0,5,2,1,0
tarea,'me sonar a que deber haber f_r_ame_w_o_r_k_s monstruoso para este cosa ',1,0,1,2,3,1,1,0,2,0,0,0
