@relation chat

@attribute Conducta {1,2,3,4,5,6,7,8,9,10,11,12}
@attribute message string

@data
4,'Cuando armemos una respuesta vemos si le falta algo, y si estamos todos de acuerdo.'
3,'bárbaro'
8,'si les parece empiezo a escribir la respuesta y a medida que los otros chicos vayan viendo, agregamos / modificamos cosas.'
3,'Dale, por mi no hay problema.'
4,'Fijate que en la info que pusiste vos en tu comentario, pusiste tambien un par de ejemplos, que pueden llegar a servir para la pregunta 2.'
1,gracias
5,'Hola, si yo estoy de acuerdo con la idea q vienen diciendo.'
4,'Se podria llegar a agregar que la mayoria de los problemas son del tipo NP-Hard (los q vimos en Algoritmos 2), q se centran en el estudio de la complejidad computacional, q intentan eliminar la interaccion hombre-maquina.'
5,'La idea de la definicion, desde mi punto de vista, podria decirse q el aprendizaje de maquinas se basa en desarrollar programas, los cuales les permita a la computadora aprender, por medio de ejemplos concretos, o por prueba y error, tipos de patrones similares en las entradas del programa.'
3,'me parece bien Tomás'
1,'ahora armo una respuesta con nuestras palabras, sobre lo que dijimos.'
6,'Arme la pregunta 1 en base a la información que recolectamos, trate de no copiar y pegar y que sea mas que nada lo que interpretamos del concepto, que es lo que nos piden.'
4,'Cualquier cosa que piensen que se pueda agregar o que se les ocurra cambiar, es bienvenido :)'
6,'Voy agregando para la respuesta 2 aca:'
6,'Aca encontré algo que puede servir para la pregunta 3:'
6,'Un conjunto de predicados PROLOG que permiten relacionar un texto con alguna de sus partes, palabras o elementos, de manera que se puedan distinguir o discriminar del resto del texto según algún criterio, y que se puedan procesar utilizando las técnicas de la programación declarativa, o de la programación lógica.'
6,'Relacionando a su vez, mediante predicados adecuados, estos términos con otros elementos conceptualmente significativos, del mismo o de otro texto.'
6,'Es decir, de cuya relación se pueda obtener algún tipo de conocimiento.'
6,'Para ello se pueden utilizar dos instrumentos principales con los que cuenta PROLOG (y la programación lógica), y que la hacen particularmente indicada para este tipo de tareas: El tratamiento recursivo de datos (la RECURSIVIDAD) y las LISTAS.'
6,'También consideramos de interés los predicados que permiten la conversión de textos en listas.'
6,'De forma que estas últimas, en su calidad de estructuras singulares de datos, permiten una serie de posibilidades adicionales de proceso y de relación'
5,'estuve viendo y esta bueno este material ivan para la 3'
1,'ahora voy a armar una pseudo-respuesta a ver que opinan y de ultima lo modificamos'
6,'Como operan de forma automática, los motores de búsqueda contienen generalmente más información que los directorios.'
6,'Sin embargo, estos últimos también han de construirse a partir de búsquedas (no automatizadas) o bien a partir de avisos dados por los creadores de páginas.'
6,'Los buenos directorios combinan ambos sistemas.'
5,'Bien, me parece que en esta pregunta habría que ver en qué casos se puede aplicar y describir cómo se aplica, más que lo que significa en sí'
6,'yo mencioné unos ejemplos muy simple en otro comentario que hice'
4,'otros podrían ser por lo que averigüe, en el ámbito bancario por ejemplo el hecho de determinar si se le puede conceder un crédito a determinado cliente en base a la experiencia que tenga el cliente en el banco (p.e si ha cumplido con los pagos, si anteriormente ha sacado otro credito,etc), seria un caso en el que se aprende de la experiencia pasada.'
5,'Otra aplicacion podria ser el analisis de imágenes para reconocer objetos, por ej para reconocer personas dentro de una imagen, vieron que en face cuando subis una foto automaticamente te reconoce a todas las personas de la foto? no se si tiene que ver, pero en base a tus amigos y lo que conoce puede determinar con quien estas en la foto. y asi hay muchas mas'
8,'cuales les parece agregar a la respuesta?'
11,'Chicos tengo que rendir mañana prog.explo, estoy practicando, mña vengo de rendir y ya estoy re libre y me pongo a completar esto!! disculpen!!'
8,'hola chicos/as como andan? ahí puse una pseudo respuesta del 3, cualquier cosa que quieran agregar o modificar es bienvenida'
5,'y con respecto a las otras preguntas la 2 ya esta lista y en la 1 solo nos faltaría hilvanar el primer párrafo con el 2do. mañana desp de rendir si quieren nos podemos conectar y darle forma al tp. hasta mañana!'
6,'Andi, ahi leí lo que pusiste.'
5,'Esta bueno, despues vemos si le agregamos algo mas o si hay que modificar algo.'
6,'Recién justifique todo el documento para que quede prolijo (cosa no muy importante, pero bueno).'
1,'hola chicos como andan?'
5,'estuve viendo y para mi asi esta bastante bien'
5,'y creo que no deberiamos seguir agregandole cosas porque lo sobrecargamos, para mi asi ya esta excelente'
8,'no se que opinan ustedes...'
1,'ahora le doy una leida a todo a ver como esta'
5,'pero por lo que vi pareciera que esta'
7,'perdon mi ignorancia, pero que es el chat hangout?'
7,'mejor dicho, como empezamos a usarlo?'
8,'cuestion, en que quedamos con el tp? ya esta para entregar?'
5,'a mi parecer ya esta entregable'
8,'si les parece mas a la noche vemos bien los 3 puntos y si estamos todos de acuerdo lo dejamos listo'
5,'Me parece a mi que esta bastante bien'
3,'Como decis, a la noche de ultima lo vemos todos juntos'
1,'chicos ahi actualize unas cosas'
4,'cuando puedan releanlo asi ya lo entregamos'
5,'quedo bien'
1,'a ver, ahi le pego una leida y les doy mi opinion'
5,'Yo creo que esta bastante bien'
5,'Por mi estaria para mandar'
3,perfecto
4,'lo paso a pdf y se los mando'
3,dale
6,'Chicos recien lei que hay que hablar por aca, esta perfecto el trabajo para mi.'
5,'parecen limones los emoticones, jajaj'
1,'jaja buenisimo chicos'
1,'en un ratito ya mando el trabajo por mail'
1,'Genial !!'
7,'Hola, me leen?'
3,Ok.
5,'Imagino que será más fácil para ustedes porque sino van a tener que dejar loggeado un usuario en el documento, no tiene chatlog'
6,'en un hangout, perdón, llaamdo T1_W12'
4,'A ver, agregame a hangouts a mí. aereal@gmail.com, que yo trato de agregarte nuevamente'
6,'ya esta'
4,'Hacé esto primero igual:'
6,'Viste en tu gmail, que tenés el chat de hangouts? A la derecha de tu nombre vas a ver una flechita hacia abajo.'
6,'Hacele click'
3,'si ya esta+'
4,'Deberías ver tu configuración de hangout, notificaciones, etcétera.'
4,'En una de esas partes tenés cosas archivadas, invitaciones'
4,'en invitaciones debe estar el de la cátedra'
3,sisi
4,'fijate si te llegó una invitación para entrar a un hangout'
10,'no no me llego nada'
11,'uh, resolvieron el ticket en donde dejé dicho como fijarte'
4,'pero bueno, andá a tu gmail'
6,'en el chat'
6,'a tu derecha hay una flechita'
11,'pero fui ahi y no tenia nada'
11,'posta? damn'
6,'estás adentro porque te veo'
4,'fijate si no te aparece el invite'
7,'dentro de la lista de hangout tampoco?'
2,'sisis ya esta'
1,genial
4,'Chicos, empiecen a usar el Hangout 18:30 vamos a dejar de tomar datos de este chat para estadisticas.'
4,'Todos los grupos ya migraron a ese chat son los unicos que faltan'
6,'ya lo estamos usando'
6,'lo estamos usando hace una hora mas o menos'
7,'Están por ahí?'
6,'si, aca estoy... sebastian no puede ver la conversacion'
4,'tiene que aceptarla'
1,'ahora le explico'
2,'aca estoy'
2,esaaa
1,buenísimo
1,'bien ahi, mati la tiene mas clara que yo para gmail'
6,'lo acabo de buscar, yo no estoy muy familiarizado con hangout desde el webui, siempre lo uso desde el celu'
4,'mientras esperamos a los demás leamos un poco sobre Machine Learning'
3,'dale dale'
6,'yo lo único que se de ML es que la mayoría de las cosas hoy en día lo usan, como por ejemplo el buscador de google, o cosas de esa índole que aprenden constántemente de la información que se le va proveyendo, y en base a eso proven funcionalidad de manera dinámica, por así decirlo'
6,'en el caso de google, el buscador de ellos aprende de todos nosotros que constantemente le vamos \"ENSEÑANDO\" qué cosas buscamos y qué no'
3,'sii es basicamente eso'
6,'yo estaba viendo lo que decia la wiki, aunque bueno habria que buscar algo un poco más cientifico'
6,'a medida que agregas informacion , aprende'
5,'Claro, pero no se qué tanta similitud tiene de una red neuronal, porque sonconceptos dinstintos'
3,claro
1,'voy a leer un poco mientras esperamos al resto'
6,'es un paradigma'
6,'(los de coursera dan cursos re intersantes sobre este tema, nunca los pude hacer)'
7,'ml usa eso?'
7,'usa qué?'
5,'Redes neuronales? según tengo entendido'
3,claro
6,'es una de las tantas maneras de acercarse a lo que es ML'
1,estoy
6,'Yo hice algo similar con imágenes porno.'
6,'Entrenamos un algoritmo para que detecte determinadas cantidades de piel en imágenes, y nosotros las taggeabamos como porno o no.'
6,'En base a eso sacó valores que usamos para otro algoritmo, y con eso detectabamos de uan manera bastante acertada si la imágen que estaba analizando en ese momento era porno o no. (desnudo en realidad)'
5,'hola Martín, estamos charlando un poco mientras esperamos a Cande'
5,'Creo que sale de rendir ahora'
7,'que se rendia hoy??'
3,'a de una'
6,'Exploratoria, entre otras cosas'
3,'sip exploratoria'
7,'que onda si alguien no aprueba la cursada de exploratoria y el trabajo si?'
6,'y digamos que debes desaprobar'
6,'y calculo que desaprobas'
5,'o capaz q te guardan la nota para le año q viene si la queres recursar y no dar libre'
5,'No tengo la menor idea, capaz te guardan la nota, porque por lo que veo son cosas que no se relacionan demasiado'
4,'ha noc , lo tendrias que preg'
4,'Preguntá por las dudas, no supongamos'
11,'igual pregunto de curioso la aprobé el año pasado jaja'
2,jajajjaa
7,'si falta alg 2 te guardan la nota?'
4,'Igual diría que esas cosas las hablemos por otro canal, ¿no? :P, para no desvirtuar lo que tiene que ver con la realización del trabajo.'
4,'Sino cada vez que entra alguien se tiene que leer banda de cosas que no tienen nada que ver jaja'
3,'jajaj si es verdad'
6,'ah posta nos estan monitoreando'
11,'yo que queria charlar sobre el tp tomando una cerveza en antares'
6,'Miren este quote, es genial: \"A computer program is said to learn from experience E with respect to some class of tasks T and performance measure P, if its performance at tasks in T, as measured by P, improves with experience E\"'
10,'Y, pasa que es difícil, tendríamos que grabar la reunión, que no me parece mala idea tampoco, me gusta más el cara a cara.'
10,'Pero sería re difícil grabar en video toooodo.'
6,'Porque con audio no se sabe quién dice qué cosa'
5,'eso nos sirve para empezar'
5,'si no es un garron'
4,'sino vamos cada uno con su pc y hablamos por el chat'
3,'che esta bueno eso'
6,'Un programa de computadora se dice que aprende de una experiencia E con respecto a una clase de tareas T y medida de performance P, si la performance de las tareas en T, medidas por P, mejoran esa experiencia E, lo traduje re mal'
4,'primero tendriamos que poner una definicion mas general'
6,'despues la wiki habla de los distintos tipos, refiriendose a la forma de aprender y a la forma de generar las salidas'
5,'pero suena como una condición que tiene que cumplirse para que un programa cumpla con el criterio de ML'
11,'(me anda mal el spacebar'
4,'eso nos sirve como partida'
3,'si como lo explica wiki esta bueno'
11,'igual digamos que eso si bien sirve un poco, no nos explica la gran cosa'
4,'a ver, diga qué entiende cada uno, en dos oraciones no más, lo que cree que es ML'
8,'¿les parece?'
4,'como para ir viendo si estamos yendo en el camino correcto'
6,'es una manera de estudiar y contruir algoritmos que aprendan a partir de informacion'
5,'eso entendi yo'
6,'crear tecnicas que permitan a una computadora aprender. es decir generar un comportamiento a partir de diversos eventos que van afectando a la misma'
6,'mas o menos entre eso esta la definicion, creo que tiene que ver con inteligencia artificial (puedo estar equivocado) y la idea es que aprenda no solo de los eventos, tambien de la información de entrada la cuál evalúa y procesa y lo vuelve más \"inteligente\"'
6,'Un área IT en la cual se estudia el diseño de sistemas, que mediante la entrada contínua de datos tienen la capacidad de enseñarse a ellos mismos sobre como perfeccionarse.'
5,'(Lo de perfeccionarse es debatible, es ganar experiencia, o perfeccionarse en orientación a lo que están diseñados a hacer.)'
3,'Está bien, todos estamos en la misma, buenísimo, hay sintonía'
3,joya
4,'faltaría la de cande nomás'
5,'estaría bueno que ella lea, diga la suya sin que la condicionemos'
6,'estoy viendo si cuando curse inteligencia artificial no lo vimos'
5,'Tienen relación, porque para generar un AI a veces necesitas de donde sacar esa información, imaginate que todo puede ser complementario'
6,'El algoritmo de mi herramienta no usaba ML, usó el output de una red neuronal nada más'
3,'sip , hay que avisarle, alguno la conoce'
10,'yo no'
5,'Debe estar llegando, supongo que tardará media hora en llegar a su casa'
6,'la otra vez habia comentado en cuys q queria saber si se podia desanotar del tp, pero despues hablo por gmail asi q supongo q quiere hacer el tp'
4,'mientras tanto, si no conocen, como para aprender algo colateral, googleen sobre el test de turing, que es más de chusma que otra cosa'
4,'si quieren podriamos ir viendo q aplicaciones utilizan ml'
4,'varios motores de busqueda'
6,'alguno uso la aplicación SocialGR para algun trabajo de alguna cátedra? por lo que lei en las filminas de inteligencia artificial usa un tipo de aprendizaje de este estilo'
6,'yo una vez lei, sobre gta, no lo juego ni me gusta, pero decia algo como q el ultimo utilizaba algo asi, q iba aprendiendo como el usuario iba jugando asi a medida q iba avanzando hacian estrategias sobre eso y al final se te ponia bastante aspero por asi decirlo'
6,'y supuestamente vienen varios juegos con esa idea'
5,'ah re copodo'
5,copado
2,'ahí está cande'
3,joya
4,'Cande, lo único que hicimos por ahora fue leer un poco sobre Machine Learning, y contar cada uno en una breve oración qué es lo que entendimos!'
7,'mati seguiste leyendo lo de la wiki?'
6,Sí
6,'cuando te habla de los approaches'
6,'Estoy leyendo de varias fuentes de internet porque son temas que he charlado pero nunca le presté mucha atención, ahora entiendo un poco más'
6,'vendrian a ser los subtipos o las ramas especializadas donde se usa ML'
6,'Hay 3 clasificaciones importantes que destacar: Que son aprendizaje asistido, sin asistencia, y con refuerzo.'
6,'si eso justo lo estaba leyendo en wiki'
6,'Asistido sería el que mencioné yo, de la red neuronal que usé, que la entrenamos específicamente como a un nene.'
6,'Diciéndole: esta imágen es un desnudo, esta otra imágen no, esta sí.'
6,'Así sucesivamente, como pulirla, así aprendemos nosotros a diferenciar naranjas de mandarinas básicamente'
6,'y esta el semi supervisado'
7,'alguno uso Weka?'
5,'por lo que vi es un software para ML'
6,'Con refuerzo (semi supervisado), sería que tenés una meta.'
6,'Se me viene a la cabeza un juego que vi hace tiempo, de algoritmos genéticos, que eran autos, que se creaban aleatoriamente la primera vez, e iban andando por un mapa estático.'
6,'Y si se quedaban trabados se mataban, tenía siempre los mismos obstáculos.'
6,'Y los que llegaban más lejos tenían un valor más alto.'
6,'Es bastante más orientado al valor que se le da al algoritmo genético en este caso, pero la cuestión es que iban aprendiendo del terreno y de como ellos mutaban para poder llegar hasta el final del camino.'
6,'Está bastante bueno ese juego'
6,'Algo que te guíe por el camino correcto como para no salir para cualquier lado (sin supervisión), que no tiene nada de malo, sólo que a veces cuando hacés uno sin supervisión no vas a saber bien para qué lado puede salir, y podés sorprenderte.'
5,'A veces se encuentran cosas copadas de esta manera también'
6,'No, no conozco Weka'
6,'y tampoco usé SocialGR, aunque me re suena'
1,'hola ya estoy'
6,'Lo del GTA Martín me hace acordar a algo que se usa en el Left 4 dead'
6,'El left 4 dead detecta cuando los usuarios se están aburriendo y te larga una horda de zombies, con determinada dificultad, en base a tus reacciones dentro del juego'
6,'Me suena a que debe haber frameworks monstruosos para estas cosas'
6,'hay uno de apache me parece, que te da un framework para java'
6,'Me confundí yo, semi supervisado no es lo mismo que reforzado, para el ejemplo que dí puede que sirva, pero en reforzado tiene una meta clara, en semi supervisado se dan algunas pautas pero no todas, y no están del todo claras'
6,'claro la informacion que brinda es incompleta'
4,'esta bueno eso, aunque me parece que tendriamos que usar ejemplos menos volados, pq la verdad ni idea como trabajan esos juegos gigantes.'
4,'Todo esto nos sirve para responder la primer pregunta'
3,'si es'
5,'verdad no creo que tenga que ser muy extenso'
4,'No no, obvio, esperemos que cande se ponga a tono y elaboramos entre todos la primera'
3,'dale dale no hay problema'
10,'no, me parce que es una definicion mas corta y concisa, no creo que haya que poner ejemplos'
10,'Extenso no significa bueno.'
4,'KISS (keep it simple stupid) <3.'
4,'ejemplos en el 2 hay que poner'
6,'no son ejemplos, son más aplicaciones'
4,'bueno digo para que vayamos haciendo el 1'
5,'si yo estaba pensando lo mismo q cande, me parece q lo de los ejemplos queda para la segunda'
4,'listo entonces pongamos una definicion general pero buena , y los distintos tipos'
8,'bueno, empezamos a redactar la definición de machine leaarning? con nuestras palabras?'
4,'cande tirá la tuya, breve'
6,'que es la única que nos falta'
6,'Seba: es una manera de estudiar y contruir algoritmos que aprendan a partir de informacion'
6,'Pato: crear tecnicas que permitan a una computadora aprender'
6,'Tincho: es decir generar un comportamiento a partir de diversos eventos que van afectando a la misma.'
6,'Matt: Un área IT en la cual se estudia el diseño de sistemas, que mediante la entrada contínua de datos tienen la capacidad de enseñarse a ellos mismos sobre como perfeccionarse.'
4,'Vayan pensando en aplicaciones mientras tanto'
6,'A mi ya se me ocurrió una'
7,'cual mati ?'
4,'podriamos buscar algun recomendador de cualquier cosa de interes'
4,'terminemos primero la una diría, así vamos cerrando'
3,'dale dale'
6,'si, serian tecnicas para generar un comportamiento o que permitan a la maquina \"aprender\"'
8,'si quieren lo vamos redactando en el documento'
3,buenísimo
4,'y que cada uno agregue o cambie lo que le parezca'
3,listo
1,'yo no tengo drama en redactar y que me vayan corrigiendo'
4,'si alguien quiere adelante también'
4,'trataría de hacer un merge de lo que todos dijeron'
6,'dale, yo voy al trabajo en 10 min me vuelvo a conectar'
4,'pone la tuya mati que quizas es la mas completa'
4,'de ultima la vamos modificando'
1,'nah, tiro todo, y voy editando'
7,'y me van guiando'
1,'si esa que fuiste armando quedo buena'
3,'si por eso decia'
3,'dale si'
4,'pongamos todo y lo vamos armando'
5,'porque la mia esta muy con mis palabras'
3,'bueno dale'
6,'redondeo con negro palabras claves'
3,joya
6,'lo voy a ir modificando sobre la marcha'
7,'usteddes diganme'
3,'ahí va'
8,'qué les parece'
6,'se las dejé en negro a la que escribí'
4,'corrigan, agreguen, debatan'
6,'Un área IT en la cual estudia y diseña sistemas,que trabajan mediante..'
5,'o esta mal'
5,'está bien, acá no hay nada que esté mal'
5,'todos tenemos el mismo concepto, pero con diferentes palabras'
6,'ahí lo edité de nuevo'
1,joya
8,'ahí?, qué opinan?'
6,'Pato lo lee ahora en el laburo, por él no se preocucpen que de última nos deja un comentario'
3,'si ahi esta bueno'
5,'Si creo q ahí quedo,'
10,'no me cierra mucho lo de \"aprender de ellos mismos\"'
5,'Creo q me suena un poco la parte de aprender de ellos mismos'
5,'Creo q iría mas aprender de la experiencia sobre eventos o algo asi'
3,eso
3,'sí, de una'
6,'claro como que aprenden por el uso que se les da'
6,'o de ejemplos'
6,'o aprende de la informacion que se les brinda'
6,'Es un área IT, en la cual se estudian y diseñan técnicas para poder construir algoritmos/sistemas que tengan la habilidad de aprender tanto de información brindada como de sus propias experiencias.'
5,'si ahi estaria'
3,'Si así quedó'
1,buenísimo
8,'no ponemos lo de que se generan comportamientos?'
7,'a qué te referís?'
6,'(me quedé pensándolo, pero no se si te referís a que en base a sus experiencias genera comportamiento o va modificcando el mismo)'
1,'la definicion quedo bueno'
11,aunque como que la veo corta'
5,'para mi el comportamiento se modifica, no deberia generar nuevos'
5,'si pero despues le agregamos los diferentes tipos'
5,'no tiene nada de malo que sea corta si cubre todo lo que creemos que es machine learning'
6,puede haber mil cosas, y día a día se le sigan agregando approaches, o maneras de implementarlo, pero la definición es una sola'
6,'a que las tecnicas esas se usan para que la maquina \"aprenda\" y asi despues pueden generarse distintos comportamientos o mejorarse los comportamientos'
6,'y, eso sería su habilidad, es consecuencia de aprender de sus experiencias, depende cómo vos implementes qué y cómo, va a modificar su comportamiento o no'
6,'en base a los problemas que surjan o a los distintos usos'
6,'si optimiza sus comportamientos'
8,'si querés le agregamos una alcaración'
6,'Es un área IT, en la cual se estudian y diseñan técnicas para poder construir algoritmos/sistemas que tengan la habilidad de aprender tanto de información brindada como de sus propias experiencias, y en base a eso modificar sus comportamientos.'
1,'ahora acomodo los conectores'
5,'sip para mi esta bien'
6,'Es un área IT, en la cual se estudian y diseñan técnicas para poder construir algoritmos/sistemas.'
6,'Estos tienen la habilidad de aprender de información brindada como forma de entrenamiento, tanto como de sus propias experiencias, y en base a eso modificar sus comportamientos.'
3,joya
8,'qué opinan ahora?'
4,'modifiquen ustedes donde cree que va cada cosa y de última lo que sea gramática o semántica lo corregimos depsués'
5,'por ahi mas q modificar podriamos poner corregir o mejorar'
6,'perfeccionar era la palabra q buscaba'
11,'Cuando modificás estás corrigiendo o mejorando.'
11,'No siempre vas a mejorar, o a corregir.'
6,'Si no lo hiciste bien puede que haga ML y que esté yéndose de rumbo'
5,'Perfeccionarse me gusta, es la que usé yo en mi definición, pero no quería ponerla'
3,'estoy de acuerdo con mati, puede pasar que empeore, aunque tenga mas conocimiento'
5,'perfeccionado va bien'
4,'perfeccionando será'
3,'si dale'
4,'ponele perfeccionando'
5,'Creo que ahí estamos todos de acuerdo'
6,'Cande está agregado lo de los comportamientos'
8,'te parece que le falta algo más?'
5,'para mi ya esta'
6,'porque el enunciado dice redacten con sus palabras una definición de machine learning.'
10,'me parece que esta medio mal redactado'
5,'creo que mas que eso'
7,'donde?'
4,'acomodalo cande, y ponelo a evaluar'
4,'así terminamos con el 1'
4,'y seguimos adelante'
11,'el final pifié'
2,'ahi lo fixié'
9,'de los tipos de ML y demas no vamos a hablar no?'
4,'banca que hay varios modificando'
11,'y sino es un quilombo'
5,'estaba tocándolo solamente yo ahora, algunos sólo resaltaban'
5,'me parece que no es necesario hablar de los tipos'
5,'por lo que te pide el enunciado'
5,'esta bien, si opinan asi'
4,'Si quieren podemos contar'
5,'pero una definición no siempre incluye clasificaciones y enfoques'
3,claro
6,'Es más, si te fijás en wikipedia, ellos en la definición te dan algo más breve que nosostros si sacás toda la parte de la historia.'
6,'Y hasta que no se ponen a pulirlo en sus tipos, y sus enfoques, y aplicaciones no hablan de otras cosas'
3,'esta bien, me convencen'
2,jajaja
2,Jajajaj
2,'yo soy el peleador'
6,'Los tipos de asistido o no, están implícitamente en la definición que ya tenemos'
3,'esta bien'
7,'cande termino con la definicion?'
4,'ya fue dejenla asi'
1,'quedo bien'
5,'yo le agregaria algo al principio'
4,'tenés que estar conforme, agregale un comentario con lo que creés que le falta y dónde'
1,'sip esta bien eso que estas agregando jaja'
5,'ahi esta'
5,'ya quede conforme'
1,genial
5,'para mi estamos perdiendo demasiado tiempo en detalles'
4,'que son cosas que se pueden pulir'
4,'aprovechemos que estamos todos juntos y sigamos adelante'
5,'para detalles tenemos tiempo de sobra'
4,'vamos a la 2'
3,'si dale'
4,'cualquier cosa pónganle comentarios y fue, 1 hora y media con la primera estuvimos'
2,jajajaj
4,'si, despues cada uno que lo modifique en otro momento si le parece'
3,'si mal'
4,'bien pregunta 2'
5,'no se lo mas basico los buscadores'
4,'cada uno q de un ejemplo y alguna explicacion breve'
6,'los motores de busqueda es uno'
6,'juegos, y como la maquina podria generar estrategias en base a lo que el usuario esta demostrando'
7,'cual era el que habias pensado vos mati?'
5,'Yo propongo una aplicación: En la bolsa.'
5,'Usar ML asistido para detectar cuando van o subir las acciones de una empresa.'
5,'O usar ML sin asistencia para las estadísticas de la bolsa asociado con los estados de una empresa (compra, venta de acciones, adquisición de empresas, cierre de empresa), y ver qué es lo que aprende, tal vez te sorprenda asociando baja de acciones con el quiebre de una empresa, o subida de acciones con una buena adquisición de una empresa por parte de otra.'
5,'el teclado de un telefono, esos nuevos q estan re copados q te van armando la frase practicamente sin teclear'
6,'Como swiftkey, sí'
3,exaaaaacto
3,'está buena esa, amo ese teclado'
3,'si ese de la bolsa es buenisimo'
3,'sii de una'
2,'si te soluciona la vida cuando estas en pedo y tenes q escribir bien'
2,jajaja
11,shhh
2,Jajajajajaj
4,'desarrollá un poco lo de los buscadores'
4,'y ponemos esas 3'
6,'los buscadores , que te vayan facilitando las cosas , de las busquedas realizadas anteriormente'
4,'Martin escribite la del teclado'
4,'Los que terminaron de escribir o no hagan nada relean lo que ya se escribió'
5,'yo pondria si o si algun tipo de recomendador'
5,'para mi es el uso fundamental'
6,'se basan en eso'
4,'bueno, pero que se resalte'
4,agregale
10,'che en la segunda no se si seria TECLADO la palabra'
10,nono
2,'como para diferenciar nomás jajaa'
7,'que seria diccionario?'
6,'los que cursaron NUI'
3,'si, algo asi'
11,'no quiero mandar fruta'
14,'mobile? deja teclado jajaj'
2,jajaja
11,'manden fruta!!'
2,'jajaja che tincoh'
1,'puedo reordenarte tus palabras'
4,'diccionario predictivo'
3,sisisi
3,'loved it'
1,'te reordeno la sopa de letras que me dejaste'
2,'jaja chiste'
11,'jajaja si soy malisimo para redactar'
11,'el 1 tambien tiene sopa de letras'
2,ajaj
2,'jaja sí'
4,acomoden
1,'yo voy a acomodar un poco el 2'
4,'acomoden el 1'
5,'ahi el ultimo patricio lo modifico y quedo joya'
6,'jajaja al q puse yo lo esta cambiando todo, pobre le tire un problema'
2,'jajaja no quiero matar tu idea'
11,'me está costando un huevo'
2,jjajajaja
11,'un traba lengua'
5,'uso diario quedaba genial'
10,'che tampoco le cambies todo'
1,'naa asi queda genial'
6,'mi idea no es cambiarle todo, la primera parte no podía modificarlo de otra manera'
5,'lo primero que habia puesto estaba bien'
6,'estoy modificándolo en base a lo que él me va diciendo por acá'
8,'diccionario es la palabra??'
8,'si o no ?'
11,'no sé'
8,'que va?'
1,ahí
6,'dispositivo de entrada'
5,'o algo asi'
5,'La segunda parte te la dejé intacta, le corregí dos boludeces'
1,'chicos yo me tengo que ir pero en 20 o 30 vuelvo disculpen'
1,'no pasa nada, de última dejás comentarios y lo charlamos por ahí'
1,'dale joya'
5,'me parece que esta muy extenso lo del diccionario'
6,'estoy leyendo lo que puso tincho al ppio'
6,'Usar machine learning para generar una respuesta, sin necesidad de utilizar las teclas, que posiblemente el usuario va a usar en ese momento, utilizando la información que va generando con su uso, ir almacenando las respuestas que el usuario realiza a partir de un mensaje recibido y las frases y palabras que mas esta acostumbrado a utilizar.'
11,'me la mandé cuando quise poner en contexto el párrafo'
6,'ese era el original'
2,'jaja era una sopa de letras, pero los conceptos estaban bien'
2,'Igual dejé la mitad casi intacta eh'
5,'no se si iria lo de dispositivos mobiles podria usarse en otros contextos tmb'
5,'como emm... dispositivos mobiles'
6,'claro, para cualquier contexto no sirve eso, sirve para contextos donde hay conversaciones, o algo así'
2,JAJAJAJAJJAJAJAJAJA
5,'na joda, pero posta q podria utilizarse en la pc para q con el teclado por ahi es incomodo'
8,'che eso que marque ahi no va no?'
1,'a ver'
6,'no lo veo'
5,'en el segundo parrafo de lo de diccionario hay algo raro'
5,'podria ponerse como por ejemplo bla bla bla'
6,'hay redundancia con la última parte del primero y el segundo'
5,'ah no pará, creo que por mirar el historial colgué en el limbo'
2,'un segundo por favor, espere mientras nuestros representantes solucionan su problema'
5,'me aprece redundante'
3,'Ah sí, ahí veo tu selección'
5,'es redundante con la última parte del primero'
2,'Jajaja, bueno tincho, tu idea quedó, pero nos comimos tu sopa'
5,'bueno creo que el 2 ya esta'
2,jajaja
4,'para la tres propogo poner si y borrar la parte q dice justifique su respuesta ?'
12,'jajajajaj no seas tonto'
5,'che, esta es la más fácil o difícil como la vean'
4,'yo agregaria ejemplos puntuales'
5,'onda por ejemplo = youtube.com'
5,'o algo asi'
11,'no creo que sea necesario, porque esto cubre muchas cosas, si querés hacelo, pero no se realmente con certeza como trabajan todas esas cosas'
6,'pueden usar inteligencia artificial'
5,'que no es lo mismo'
6,'se que el buscador de google sí usa ML'
6,'si están seguros denle nomás, ni idea yo'
12,'claro, pero aca describimos tipos de aplicaciones, no aplicaciones'
6,'che yo ya me tengo que ir'
1,'andá cande, no pasa nada'
6,'porque Prolog se diseñó con un propósito'
3,'despues comento o le agrego algo'
4,'cualquier cosa pegale una releída a lo que escribimos, agregá y comentá o correginos'
3,dale
2,'no worries'
6,'tenemos 2 días para entregar'
3,'dale joya adios'
3,'voy a buscar ejemplos de estas aplicaciones que usen ML'
1,bye
3,bueno
6,'yo estoy pensando mucho el 3'
6,'http://www.cs.unm.edu/~luger/ai-final2/CH7_Machine\%20Learning\%20Algorithms\%20in\%20Prolog.pdf'
6,'ese link tiene algo de programacion de ml con prolog'
6,'lo tengo descargado'
3,'ah joa'
3,joya*
5,'Creo que prolog sirve, porque se puede hacer meta programming'
7,'que es meta programming?'
1,'El hecho de desarrollar progrmamas que puedan alterar otros programas'
6,'siempre que algo tenga meta, es como que dentro de él incluye algo más'
6,'onda meta heurísticas son heurísticas que tienen otras heurísticas o modifican otras'
6,'como meta-datos'
