@relation chat

@attribute class_reaccion {positiva,negativa,pregunta,respuesta}
@attribute class_area {socio-emocional,tarea}
@attribute mensaje string
@attribute adjectives numeric
@attribute adverbs numeric
@attribute determinants numeric
@attribute names numeric
@attribute verbs numeric
@attribute pronouns numeric
@attribute conjuctions numeric
@attribute interjections numeric
@attribute prepositions numeric
@attribute punctuation numeric
@attribute numerals numeric
@attribute dates_times numeric

@data
pregunta,tarea,'y si dejar el 3 1 ? ',1,0,1,0,1,0,2,0,0,1,1,0
respuesta,tarea,'yo si para el 7 nadie decir de cambiar nada lo mandar ',0,0,1,0,3,4,1,0,2,0,1,0
pregunta,tarea,'a que hg podar ? ? ',0,0,0,1,1,1,0,0,1,2,0,0
pregunta,tarea,'a que hg poder ? ',0,0,0,1,1,1,0,0,1,1,0,0
respuesta,tarea,'ahí hacer uno cambio peque_ñ_í_si_mos , alguno que otro palabra . ',1,1,2,2,1,2,0,0,0,2,0,0
respuesta,tarea,'en general me gustar como estar todo el ny . ',1,0,2,1,2,1,1,0,1,1,0,0
pregunta,tarea,'querer ya mandar lo ? ',0,1,0,0,2,1,0,0,0,1,0,0
pregunta,tarea,'bueno como hacer ',0,0,0,0,1,0,1,1,0,0,0,0
pregunta,tarea,'bueno , dejar el 3 para mañana ? ',0,0,1,1,1,0,0,1,1,2,1,0
pregunta,tarea,'bueno , tirar idea para el punto 2 ? ',0,0,1,2,1,0,0,1,1,2,1,0
pregunta,tarea,'cómo querer ir trabajar ? ',0,0,0,0,3,1,0,0,0,1,0,0
pregunta,tarea,'cuando poder conectar se ? ',0,0,0,0,2,1,1,0,0,1,0,0
pregunta,tarea,'el [V:??/??/??:??.??:??] en que horario poder ? ? ',0,0,1,1,1,1,0,0,1,2,0,1
pregunta,tarea,'en alguno momento nos conectar para terminar ? ? ',0,1,0,1,2,1,0,0,2,2,0,0
pregunta,tarea,'entonces lo dejar ? ',0,1,0,0,1,1,0,0,0,1,0,0
pregunta,tarea,'entonces poner el de el persona o no ? ',0,2,2,1,1,0,1,0,1,1,0,0
pregunta,tarea,'no cerrar el uno con uno comparación con machina clearing ? ',1,1,2,2,1,1,0,0,2,1,0,0
pregunta,tarea,'seguir después ? ',0,1,0,0,1,0,0,0,0,1,0,0
pregunta,tarea,'tener sentido comparar los ? ',0,0,0,1,2,1,0,0,0,1,0,0
pregunta,tarea,'ir a encarar el definición partir de el machina clearing ? ',1,0,2,2,3,0,0,0,2,1,0,0
pregunta,tarea,'y nos juntar mañana a el noche entonces ? ',0,2,1,1,1,1,1,0,1,1,0,0
pregunta,tarea,'ya le parecer que lo mandar entonces ? ',0,2,0,0,2,2,1,0,0,1,0,0
positiva,socio-emocional,'bueno ! como ir ? ? ',1,0,0,0,1,0,1,0,0,3,0,0
positiva,socio-emocional,'bueno , no saber que se poder chapear por acá . ',1,1,0,1,3,1,1,0,1,2,0,0
positiva,socio-emocional,'que_ni_si_m_o ',0,0,0,1,0,0,0,0,0,0,0,0
pregunta,tarea,'que hacer ? yo tener pensar que cada uno responder , marcar uno sección con su nombre . ',0,0,3,2,5,2,2,0,1,3,0,0
respuesta,tarea,'y poder después fusionar el respuesta o algo así ',0,1,1,2,2,1,2,0,0,0,0,0
positiva,socio-emocional,'yo si querer hacer el 1 ',1,0,1,0,2,1,1,0,0,0,0,0
pregunta,tarea,'ah decir responder el 3 cada uno y después mezclar ',0,1,2,1,2,1,1,1,0,0,1,0
respuesta,tarea,'para mi serio mas simple si dividir el punto 2 ( repartir el 3 aplicación para cada uno ) mas el punto 1 y 3 , seriar 5 uno para cada uno ',2,0,6,3,3,3,4,0,3,3,5,0
positiva,socio-emocional,'hola chico , como esta ? ',0,0,0,1,1,0,1,1,0,2,0,0
respuesta,tarea,'como ver ya nos dar el 1 ny . ',1,1,1,1,2,1,1,0,0,1,0,0
respuesta,tarea,'le escribir para ir poniendo_nos_en_contacto y ir ver cuando le parecer que lo empecer a hacer . ',0,0,0,0,8,3,3,0,2,1,0,0
positiva,socio-emocional,'saludos , cristianá . ',0,0,0,2,0,0,0,0,0,2,0,0
pregunta,tarea,'tisis el leu , haber que ir a buscar algo a el biblia ? ',0,0,2,3,3,1,1,0,2,2,0,0
positiva,socio-emocional,'yo mañana ir a ir a el faca ',0,1,1,1,2,1,0,0,2,0,0,0
respuesta,tarea,'creer que el idea ser que hablar por el chata de el dock como para ver cómo se desenvolver cada uno . ',0,0,4,3,5,3,3,0,3,1,0,0
respuesta,tarea,'me parecer que apuntar a ese ',0,0,0,0,2,2,1,0,1,0,0,0
pregunta,tarea,'cuando querer arrancar ',0,0,0,0,2,0,1,0,0,0,0,0
respuesta,tarea,'bueno , si querer ir subir inflo a el documento , lo discutir y de ultimar nos juntar uno din en el biblia ',0,0,3,4,6,2,2,1,3,2,0,0
positiva,socio-emocional,'yo justo estar ir porque tener que buscar uno cosa , de paso me fijar si haber algo en el biblioteca . ',0,1,2,3,6,3,3,0,2,2,0,0
pregunta,tarea,'no se si ver el que poner en el chata de el dock ayer ',0,2,3,2,2,2,1,0,2,0,0,0
negativa,socio-emocional,'no se ver nada en el chata de el documento . ',0,1,2,2,1,2,0,0,2,1,0,0
negativa,socio-emocional,'no se si yo ser el gil que no saber como ver lo o ser que solo funcionar mientras_que cuando estar en el mismo momento sobre el documento . ',1,3,3,3,6,4,6,0,2,1,0,0
respuesta,tarea,'el chata lo poder ver sólo el persona que estar en el momento que otro escribir ',0,1,3,3,4,4,0,0,1,0,0,0
respuesta,tarea,'por ese no lo ver ',0,1,0,0,1,2,0,0,1,0,0,0
pregunta,tarea,'le parecer hacer así_como poner ? ',0,0,0,0,3,1,1,0,0,1,0,0
positiva,socio-emocional,'h bueno . ',1,0,0,0,0,0,0,1,0,1,0,0
pregunta,tarea,'dejar escribir en el documento , fijen se que opinar ',0,0,1,1,4,1,1,0,1,1,0,0
positiva,socio-emocional,'hi leu el que poner , me parecer bien . ',0,1,1,2,2,2,0,0,0,2,0,0
positiva,socio-emocional,'luego subir mi parte ',0,1,1,1,1,0,0,0,0,0,0,0
respuesta,tarea,'a le , el que subir yo lo estar hacer con ye en el biblioteca . ',0,0,2,2,4,4,0,0,2,2,0,0
respuesta,tarea,'si tener algo para poner ir poniendo lo y ir ver ',0,0,0,0,6,2,2,0,1,0,0,0
negativa,socio-emocional,'el ideal ser que este discusión se desarrollar en le google_docs ',0,0,2,3,2,2,1,0,1,0,0,0
negativa,socio-emocional,'y evitar el reunión personal en el biblioteca ! ',1,0,2,2,1,0,1,0,1,1,0,0
positiva,socio-emocional,'h , pedir disculpa . no saber ! ',0,1,0,1,2,0,0,1,0,3,0,0
respuesta,tarea,'igual el encuentro ser casual porque ir a buscar bibliografía . ',1,1,1,2,3,0,1,0,1,1,0,0
respuesta,tarea,'ir a seguir directo por g_o_o_g_le dock entonces ',1,1,0,2,2,0,0,0,2,0,0,0
respuesta,tarea,'deber usar este cha_t_roo_m todo junto , no por_separado . . ',1,2,2,1,2,0,0,0,0,3,0,0
pregunta,tarea,'entonces el idea ser pactar uno hora donde estar todo junto para discutir y resolver el trabajo ? ',1,1,4,3,5,1,1,0,1,1,0,0
respuesta,tarea,'todo deber usar este sala debidos problema que estar reportar sobre el otro chata otro grupo . ',0,0,4,4,4,2,0,0,2,1,0,0
respuesta,tarea,'ser el alternativa a el otro chata . ',0,0,3,2,1,0,0,0,1,1,0,0
respuesta,tarea,'el resolución y organización deber resolver lo usted ',0,0,1,2,2,2,1,0,0,0,0,0
respuesta,tarea,'hi , yo también interpretar que deber estar todo conectar a el mismo tiempo en el chata . ',1,1,2,2,4,2,1,1,2,2,0,0
pregunta,tarea,'ese no ser necesario , no ? ',1,2,0,0,1,1,0,0,0,2,0,0
pregunta,tarea,'el ms ser genérico ? ',1,0,1,1,1,0,0,0,0,1,0,0
negativa,socio-emocional,'porque lo estar usar bien ( a mi entender ) ',0,1,1,0,3,1,1,0,1,2,0,0
respuesta,tarea,'chico , en el documento agregar uno apartado en donde ir el respuesta final , sacar el mejor de cada respuesta individual . ',3,0,5,5,3,1,0,0,3,3,0,0
respuesta,tarea,'ya completar algo , el que querer revisen lo . ',0,1,1,0,3,3,0,0,0,2,0,0
respuesta,tarea,'ese parte lo poder ir modificar todo ( aclarar el cambio ) así ir definir el respuesta . ',0,1,4,3,6,1,0,0,0,3,0,0
pregunta,tarea,'que le parecer ? ',0,0,0,0,1,1,1,0,0,1,0,0
positiva,socio-emocional,'cuando llegar a casa lo leer ',0,0,0,1,2,1,1,0,1,0,0,0
respuesta,tarea,'yo en mi parte habiz redactar el información que tenia en tu parte ',1,0,3,4,1,1,1,0,2,0,0,0
positiva,socio-emocional,'cuando estar en el copé comento ',0,0,1,2,1,0,1,0,1,0,0,0
respuesta,tarea,'ahí comentar el dock ',0,1,1,1,1,0,0,0,0,0,0,0
respuesta,tarea,'agregar información a el ejercicio 2 ( profundizar sobre diagnóstico médico , y algo de info general ) , y el pregunta 3 . ',2,0,2,5,2,1,2,0,3,5,2,0
pregunta,tarea,'fijen se que opinar , dejar el fuente también . ',0,1,1,1,3,1,1,0,0,2,0,0
respuesta,tarea,'quedar profundizar 2 aplicación mas ',0,0,0,1,2,0,1,0,0,0,1,0
respuesta,tarea,'ye , acabar de ver tu comentario de el ejemplo de el diagnosticar médico con imagen . ',1,0,3,4,3,0,0,0,4,2,0,0
respuesta,tarea,'este bueno , no el habiz leudo . ',2,1,2,1,0,0,0,0,0,2,0,0
respuesta,tarea,'si querer agrega lo así no nos olvidar , yo ahora estar desde el teléfono y no poder ',0,4,1,1,5,3,2,0,1,1,0,0
positiva,socio-emocional,'dad no haber problema ahora ver donde lo agregar y si quedar bien ',0,3,0,2,4,2,2,0,0,0,0,0
respuesta,tarea,'si poder guardar el fuente de donde sacar todo , por si poner bibliografía a el final de el trabajo ',0,0,3,4,4,2,2,0,4,1,0,0
positiva,socio-emocional,'genial ',0,0,0,1,0,0,0,0,0,0,0,0
respuesta,tarea,'en el parte de respuesta general ya estar el 3 pregunta resolver . ',1,1,2,3,2,0,0,0,2,1,1,0
respuesta,tarea,'lamente quedar revisar ',0,1,0,0,2,0,0,0,0,0,0,0
positiva,socio-emocional,'genial yo después lo leer y comento el que me parecer ',0,1,1,2,2,4,1,0,0,0,0,0
respuesta,tarea,'ya este el apartado de bibliografía y le agregar el fuente que usar yo . ',0,1,3,3,2,3,1,0,1,1,0,0
respuesta,tarea,'el que tener papera / libro de donde sacar el información ir poniendo las ahí ',0,1,2,3,4,3,0,0,1,1,0,0
positiva,socio-emocional,'que_ni_si_m_o ahora lo mirar ',0,1,0,1,1,1,0,0,0,0,0,0
respuesta,tarea,'chico , borrar todo el individual y dejar el respuesta final , cosa de que ir quedar listo para entregar . ',3,0,3,3,5,0,2,0,2,3,0,0
respuesta,tarea,'untes_de este , por el duda le enviar uno copia de el documento donde este todo ',0,0,5,3,1,3,0,0,3,1,0,0
positiva,socio-emocional,'genial ',0,0,0,1,0,0,0,0,0,0,0,0
positiva,socio-emocional,'barbara ',0,0,0,1,0,0,0,0,0,0,0,0
respuesta,tarea,'el relee y me parecer que quedar bien , me gusto ',0,1,1,2,2,2,2,0,0,1,0,0
positiva,socio-emocional,'si , yo también lo estar leer de nuevo . ',1,0,0,0,3,2,1,0,1,2,0,0
respuesta,tarea,'no crear que hacer faltar agregar mas ',0,1,0,0,4,0,2,0,0,0,0,0
respuesta,tarea,'acabar de terminar de leer lo ',0,0,0,0,3,1,0,0,2,0,0,0
respuesta,tarea,'creer que no tener error de redacción , para mi ya este listo ',1,2,2,2,2,0,1,0,2,1,0,0
respuesta,tarea,'por ese , quedar bien estructurar y todo . ',0,1,0,0,2,2,1,0,1,2,0,0
positiva,socio-emocional,'buen_is_s_s_si_m_o ',0,0,0,1,0,0,0,0,0,0,0,0
pregunta,tarea,'ahora lo entregar entonces si le parecer ',0,2,0,0,2,2,1,0,0,0,0,0
respuesta,tarea,'estar terminar de corregir uno cosa y agregar uno uro ',1,0,2,1,4,0,1,0,1,0,0,0
respuesta,tarea,'para mi este perfecto ',1,0,2,0,0,0,0,0,1,0,0,0
respuesta,tarea,'lo acabar de mandar , le deber llegar uno copia a todo ',0,0,2,1,4,2,0,0,2,1,0,0
respuesta,tarea,'tisis a mi me llegar ',0,0,1,1,1,1,0,0,1,0,0,0
respuesta,tarea,'si , a mi también me llegar ',0,0,1,0,2,1,1,0,1,1,0,0
respuesta,tarea,'h me faltar agregar el integrante en el documento . ',0,0,2,2,2,1,0,1,1,1,0,0
positiva,socio-emocional,'en uno rato el reenvío ',0,0,2,2,0,0,0,0,1,0,0,0
respuesta,tarea,'no creer que hacer falta ',0,1,0,1,2,0,1,0,0,0,0,0
respuesta,tarea,'si , me llegar uno mal decir ese ',0,0,1,1,2,2,1,0,0,1,0,0
positiva,socio-emocional,'ahora lo agregar ',0,1,0,0,1,1,0,0,0,0,0,0
positiva,socio-emocional,'maar este bien : ) ',0,0,1,2,0,0,0,0,0,2,0,0
respuesta,tarea,'ya lo mandar ',0,1,0,0,1,1,0,0,0,0,0,0
positiva,socio-emocional,'genial ',0,0,0,1,0,0,0,0,0,0,0,0
positiva,socio-emocional,'( y ) ',0,0,0,0,0,0,1,0,0,2,0,0
positiva,socio-emocional,'hola chico , ser sofía_muñoz . ',0,0,0,2,1,0,0,1,0,2,0,0
positiva,socio-emocional,'me gustar el idea de acordar uno día y horario para conectar nos todo . ',0,0,2,3,3,3,1,0,2,1,0,0
respuesta,tarea,'el ideal ser que cada uno ir leer y investigar uno poco para poder intercambiar opinión . ',0,0,3,2,6,2,2,0,1,1,0,0
respuesta,tarea,'yo también rendir el [X:??/??/??:??.??:??] , pero después_de el 5 ya poder . ',0,2,2,0,2,1,1,0,1,2,1,1
positiva,socio-emocional,'a le cuan , a el 5 ir a andar por acá . ',0,1,1,1,3,1,0,0,3,2,1,0
pregunta,tarea,'no saber que pasar que se me cerrar el chata ',0,1,1,1,3,2,2,0,0,0,0,0
pregunta,tarea,'¿ qué hacer ? ',0,0,0,0,1,1,0,0,0,2,0,0
pregunta,tarea,'¿ completar el 1 ? ',0,0,1,0,1,0,0,0,0,2,1,0
respuesta,tarea,'el 3 me gustar como quedar , el ejemplo ser perfecto ',1,0,2,1,3,1,1,0,0,1,1,0
respuesta,tarea,'si a mi también se me cerrar . ',0,1,1,0,1,2,1,0,1,1,0,0
positiva,socio-emocional,'si da le ',0,0,0,0,1,1,1,0,0,0,0,0
respuesta,tarea,'poder completar el uno ',0,0,1,0,2,1,0,0,0,0,0,0
respuesta,tarea,'encontrá uno poco de chamaco para arrancar en el 3 . ',0,0,2,2,1,1,0,0,3,1,1,0
respuesta,tarea,'el definición de dispositivo computacional que poder pensar requerir el incorporación de elemento que permitir representar el conocimiento y su consecuente ',1,0,4,6,5,2,1,0,2,0,0,0
respuesta,tarea,'uno de el 1 intento consistir en el creación de uno mecanismo para implementar algoritmo basar en lógica de 1 orden . ',2,0,3,6,3,1,0,0,6,1,0,0
respuesta,tarea,'de este esfuerzo nacer el lenguaje de programación llamar rolo . ',0,0,2,4,2,0,0,0,2,1,0,0
respuesta,tarea,'rolo ser uno lenguaje de programación para representar y utilizar el conocimiento que se tener sobre uno determinar dominio . ',0,0,3,5,5,2,1,0,3,1,0,0
respuesta,tarea,'más exacta_mente , el dominio ser uno conjunto de objeto y el conocimiento se representar por uno conjunto de relación que describir el propiedad de el objeto y su interrelación . ',0,2,7,9,3,2,2,0,4,2,0,0
respuesta,tarea,'che . . lo de inductivo , deductivo . . todo ese de el 1 . . para mi ser re secundario . . osen , encontró uno parte que lo decir recontara breve . . como decir : este ser tal cosa , este tal otro . . ',4,0,4,6,5,7,1,2,3,16,1,0
positiva,socio-emocional,'si , yo por ese lo dejar ah , no sabio bien que poner ',1,3,0,0,2,3,2,0,1,2,0,0
negativa,socio-emocional,'no creer que ser necesario poner mas q ese ser q el pregunta se centrar mas en otro cosa . . para mi ser practicar poner algo simple ',2,1,3,2,8,3,5,0,2,2,0,0
positiva,socio-emocional,'claro , porque hablar de definición , no de explicación . ',0,2,0,2,1,0,1,0,2,3,0,0
respuesta,tarea,'pero como que leer ese , y me quedar medio vació ',1,0,0,1,2,2,4,0,0,1,0,0
pregunta,tarea,'¿ cómo adquirir el capacidad de aprender ? ',0,0,1,1,2,1,0,0,1,2,0,0
positiva,socio-emocional,'hola ',0,0,0,0,0,0,0,1,0,0,0,0
respuesta,tarea,'falta tobas ',1,0,0,1,0,0,0,0,0,0,0,0
positiva,socio-emocional,'sí ... ',0,1,0,0,0,0,0,0,0,1,0,0
pregunta,tarea,'bueno , como hacer ese parte de explicar el tipo de aprendizaje ',0,0,2,3,2,0,1,1,2,1,0,0
respuesta,tarea,'ese de supervisar y no supervisar , el leu en varios lado , hasta y sikh . ',0,1,2,3,2,1,2,0,3,3,0,0
respuesta,tarea,'a mi me parecer que se entender más con el información de el puf que nos pasar , y me parecer bien profundizar en inductivo como decir ',1,2,3,2,6,5,3,0,4,1,0,0
pregunta,tarea,'¿ haber alguno forma de poner este ventanita de el chata en el dock ? porque lo tener en 2 lugar distinto y me volver loco ! ',1,0,4,6,4,2,2,0,4,3,1,0
respuesta,tarea,'mm , creer que no . ',0,1,0,0,1,0,1,1,0,2,0,0
respuesta,tarea,'el que si lo podar sacar como uno ventana aparte . ',0,1,2,1,2,2,2,0,0,1,0,0
respuesta,tarea,'con el flecha de_a_el_lado_de cerrar . ',0,0,1,1,1,0,0,0,2,1,0,0
positiva,socio-emocional,'claro , ese lo ver . . y bueno , algo ser algo ',0,0,0,0,2,4,1,2,0,4,0,0
respuesta,tarea,'yo dejaría ese de supervisar y no supervisar , así bien puntual . ',1,2,0,2,2,2,1,0,1,2,0,0
respuesta,tarea,'mostrar el diferencia que haber entre cada uno , a que apuntar cada uno y que resultado dar . ',0,0,3,2,4,5,1,0,2,2,0,0
positiva,socio-emocional,'estar bien ',0,1,0,0,1,0,0,0,0,0,0,0
respuesta,tarea,'el acomodaría abajo de el que poner tobas ah en aprendizaje inductivo . ',2,1,2,3,1,1,0,0,2,1,0,0
respuesta,tarea,'y por ah tratar de explicar uno poco con nuestro palabra el otro aprendizaje y listo . ',1,1,4,2,2,1,2,0,3,1,0,0
respuesta,tarea,'como hacer clasificación de inductivo , da le \" ',1,0,0,1,2,1,1,0,1,2,0,0
respuesta,tarea,'ser horrible tratar de que quedar lindo uno dock ',1,0,1,2,3,0,1,0,1,0,0,0
positiva,socio-emocional,'saja_ja_ja , yo te el acomodo ',0,0,1,1,0,2,0,1,0,1,0,0
positiva,socio-emocional,'da le jajay ',0,0,0,0,1,1,0,1,0,0,0,0
respuesta,tarea,'el de el red de neurona el saco ',0,0,3,3,0,0,0,0,2,0,0,0
respuesta,tarea,'ah acomodar uno poco , , , ',0,1,1,0,1,1,0,0,0,3,0,0
pregunta,tarea,'o dejar el de el neurona ? ',0,0,2,1,1,0,1,0,1,1,0,0
respuesta,tarea,'mm , a mi no me gustar , pero porque no lo entender , no porque este mal ',0,3,2,1,2,2,3,1,1,3,0,0
respuesta,tarea,'bueno , todo ese método de aprendizaje que estar poner ser uno extra igual , así que si no estar muy seguro de algo lo sacar ',2,3,2,3,5,4,2,1,2,2,0,0
respuesta,tarea,'hi entrar cuan creer , que tampoco encontrar como entrar a el chata ',0,1,1,3,4,1,1,0,1,1,0,0
respuesta,tarea,'y ver , tobas tampoco deber encontrar como entrar ',1,1,0,0,4,0,2,0,0,1,0,0
negativa,socio-emocional,'capaz que no ... no ser muy fácil ',2,3,0,0,1,0,1,0,0,1,0,0
respuesta,tarea,'para el 3 como uno antro , encontró este . ',0,0,2,2,0,1,1,0,1,2,1,0
respuesta,tarea,'el definición de dispositivo computacional que poder pensar requerir el incorporación de elemento que permitir representar el conocimiento y su consecuente manipulación ',2,0,4,6,5,2,1,0,2,0,0,0
respuesta,tarea,'uno de el 1 intento consistir en el creación de uno mecanismo para implementar algoritmo basar en lógica de 1 orden . ',2,0,3,6,3,1,0,0,6,1,0,0
respuesta,tarea,'de este esfuerzo nacer el lenguaje de programación llamar rolo . ',0,0,2,4,2,0,0,0,2,1,0,0
respuesta,tarea,'rolo ser uno lenguaje de programación para representar y utilizar el conocimiento que se tener sobre uno determinar dominio . ',0,0,3,5,5,2,1,0,3,1,0,0
respuesta,tarea,'más exacta_mente , el dominio ser uno conjunto de objeto y el conocimiento se representar por uno conjunto de relación que describir el propiedad de el objeto y su interrelación . ',0,2,7,9,3,2,2,0,4,2,0,0
respuesta,tarea,'asea el conjunto de objeto , ser el hecho en el base , y el conocimiento lo representar mediante el predicado . ',0,0,5,6,2,1,2,0,3,3,0,0
respuesta,tarea,'yo poner desde : \" rolo ser uno lenguaje de programación .... \" ',0,0,1,3,2,1,0,0,2,4,0,0
respuesta,tarea,'objeto : fiebre , jan . ',0,0,0,2,1,0,0,0,0,3,0,0
respuesta,tarea,'relaciona tener ( jan , fiebre ) ',0,1,0,2,1,0,0,0,0,3,0,0
positiva,socio-emocional,'barbaron ! ',0,0,0,1,0,0,0,0,0,1,0,0
positiva,socio-emocional,'claro , tipo uno antro , y después el ejemplo que este ah . ',0,2,3,4,0,1,1,0,0,3,0,0
positiva,socio-emocional,'si , ir a quedar re bien ',0,1,0,1,2,0,1,0,1,1,0,0
respuesta,tarea,'chico , ahí vengar en 15 ',0,1,0,1,1,0,0,0,1,1,1,0
positiva,socio-emocional,'ok ',0,0,0,1,0,0,0,0,0,0,0,0
respuesta,tarea,'igual , creer que ya ir quedar , solo decidir que hacer con el de el tipo de aprendizaje y listo . ',1,3,2,2,5,0,3,0,3,3,0,0
respuesta,tarea,'pero ah vengar , y cerrar así no se nos hacer muy tarde . ',0,4,0,1,3,2,2,0,0,2,0,0
positiva,socio-emocional,'a le , te esperar para ese , pero ser verdad , ya estar ',0,1,0,1,4,3,1,0,1,3,0,0
positiva,socio-emocional,'me estar perder uno par de cosa ',0,0,1,2,2,1,0,0,1,0,0,0
respuesta,tarea,'yo a el genético y a el conexionaste lo sacar , ser como_mucho ya ',1,2,2,1,2,2,1,0,2,1,0,0
positiva,socio-emocional,'jajajá , bienvenido ',0,0,0,1,0,0,0,1,0,1,0,0
negativa,socio-emocional,'jajay , ser todo uno dilema ver hasta donde si , y cuando cortar para no ir nos por el rama ',0,1,2,2,4,3,3,1,3,2,0,0
positiva,socio-emocional,'claro ... ver que agregar bastante en el parte de inductivo , pero ser porque nos parecer el más importante ',2,2,2,1,4,1,3,1,2,2,0,0
respuesta,tarea,'si bien ser dato importante , yo querer como sacar el información complementario ',2,1,1,2,3,1,2,0,0,1,0,0
respuesta,tarea,'el de el red de neurona ser interesante , pero ser como demasiado ya . . ',1,2,2,2,2,0,2,0,2,3,0,0
positiva,socio-emocional,'si ',0,0,0,0,0,0,1,0,0,0,0,0
pregunta,tarea,'y que ser parte de el aprendizaje conexionaste o que ? ',1,0,1,2,1,1,3,0,1,1,0,0
positiva,socio-emocional,'claro ',0,1,0,0,0,0,0,0,0,0,0,0
respuesta,tarea,'en realidad como no entendimos a que se referir con el de red de neurona artificiales buscar ese definición ',1,1,2,4,3,1,2,0,5,0,0,0
pregunta,tarea,'con ese entre paréntesis no hacer falta el definición formal , este bien ? ',1,1,2,4,1,1,0,0,2,2,0,0
positiva,socio-emocional,'si ',0,0,0,0,0,0,1,0,0,0,0,0
positiva,socio-emocional,'perfecto ',1,0,0,0,0,0,0,0,0,0,0,0
respuesta,tarea,'jajajá , borra lo sin culpa , se entender con el que poner entre paréntesis ',0,0,1,2,3,3,0,1,3,2,0,0
negativa,socio-emocional,'lo se , pero como no tener idea de que parte de g_o_o_g_le salio ese definición esperar a que todo este de acuerdo ',1,1,2,6,2,2,4,0,4,1,0,0
respuesta,tarea,'total ser solo mirar el que haber que borrar antecede hacer el puf ',2,0,2,1,5,1,1,0,1,0,0,0
respuesta,tarea,'bueno , yo creer que ya estar ',0,1,0,0,2,1,1,1,0,1,0,0
respuesta,tarea,'esperar a que estar todo de acuerdo y listo ',1,0,0,1,2,1,2,0,2,0,0,0
negativa,socio-emocional,'haber uno chico que no aparecer todavía ... ',0,2,1,1,2,1,0,0,0,1,0,0
positiva,socio-emocional,'jajajá problema de conexión ',0,0,0,2,0,0,0,1,1,0,0,0
pregunta,tarea,'bueno , que hacer . ',0,0,0,0,1,1,0,1,0,2,0,0
pregunta,tarea,'mañana le dar el retoque final para mandar lo ? o querer terminar lo en uno rato ? ',1,1,2,2,4,3,1,0,2,2,0,0
positiva,socio-emocional,'como querer ... ',0,0,0,0,1,0,1,0,0,1,0,0
respuesta,tarea,'ser para el [S:??/??/??:??.??:??] , así que problema de tiempo no haber ',0,1,1,3,2,1,0,0,2,1,0,1
pregunta,tarea,'por otro parte no saber cuanto más se le poder agregar ',0,3,1,1,3,2,0,0,1,0,0,0
respuesta,tarea,'yo decir para que lo ver todo ',0,0,1,0,2,2,1,0,1,0,0,0
positiva,socio-emocional,'si , mejor poner uno hora para mañana . ',0,1,1,2,1,0,1,0,1,2,0,0
positiva,socio-emocional,'y no tocar nada antecede ese hora jajajá ',0,1,1,1,1,1,1,1,1,0,0,0
positiva,socio-emocional,'boom , volvo . ',0,0,0,1,1,0,0,0,0,2,0,0
positiva,socio-emocional,'apoyo el de mañana liquidar lo medio temprano . ',0,3,1,1,1,1,0,0,1,1,0,0
positiva,socio-emocional,'perfecto ',1,0,0,0,0,0,0,0,0,0,0,0
positiva,socio-emocional,'yo tratar de contactar a el chico que faltar para que este a el tanto y de su opinión ',0,0,4,3,3,2,2,0,5,0,0,0
pregunta,tarea,'donde te fijar el integrante de el grupo ? este en el catedral ? ',0,0,4,3,1,2,0,0,2,2,0,0
respuesta,tarea,'no , en el mal que nos mandar ',0,1,1,1,1,2,0,0,1,1,0,0
respuesta,tarea,'en el mal . ',0,0,1,1,0,0,0,0,1,1,0,0
respuesta,tarea,'o acá , fija te que arriba haber uno tirito con uno 5 , ah estar todo . ',1,2,2,1,3,3,1,0,1,3,1,0
pregunta,tarea,'bueno , a que hora le parecer ',0,0,0,1,1,2,0,1,1,1,0,0
respuesta,tarea,'tratar de arreglar nos nosotros y dejar uno comentario en el dock , para que lo ver el resto . ',0,0,3,3,4,4,1,0,3,2,0,0
pregunta,tarea,'tipo 5 ? ',0,0,0,1,0,0,0,0,0,1,1,0
pregunta,tarea,'querer ? ',0,0,0,0,1,0,0,0,0,1,0,0
positiva,socio-emocional,'da le , da le ! ',0,0,0,0,2,2,0,0,0,2,0,0
respuesta,tarea,'bueno , dejar el 5 como horario , si alguno de el otro chico no poder que dejar su sugerencia en el dock ',0,1,5,4,3,1,3,1,2,2,1,0
positiva,socio-emocional,'listo . ',0,0,0,0,0,0,0,1,0,1,0,0
positiva,socio-emocional,'nos \" ver \" mañana ',0,1,0,0,1,1,0,0,0,2,0,0
positiva,socio-emocional,'hasta mañana chico ! ',0,1,0,1,0,0,0,0,1,1,0,0
respuesta,tarea,'da le , dejar el comenta . ',0,0,1,1,2,1,0,0,0,2,0,0
positiva,socio-emocional,'listo ',0,0,0,0,0,0,0,1,0,0,0,0
positiva,socio-emocional,'ah socia , como te ser ? ',0,0,0,1,1,1,1,1,0,2,0,0
negativa,socio-emocional,'tener varios parcial practicar , aunque ya ser tarde , y esperar que no llegar a el pres . jajay ',1,3,2,1,5,0,3,1,1,3,0,0
negativa,socio-emocional,'ajajá , creer que bien ',0,1,0,0,1,0,1,1,0,1,0,0
negativa,socio-emocional,'si me ser mal te lo pedir , pero esperar que no ! ',0,2,0,0,3,3,3,0,0,2,0,0
pregunta,tarea,'vos rendir hoy también ? ',0,1,0,0,2,1,0,0,0,1,0,0
respuesta,tarea,'no , yo el meté en el parcial ',1,1,2,1,0,1,0,0,1,1,0,0
