@relation chat

@attribute class_reaccion {positiva,negativa,pregunta,respuesta}
@attribute class_area {socio-emocional,tarea}
@attribute mensaje string

@data
respuesta,tarea,'si yo no tengo problema osea yo escribo lo que voy encontrando pero el objetivo es ese'
respuesta,tarea,'que vayamos modificando lo del otro'
pregunta,tarea,'¿cual es la parte que no te cierra de la redaccion asi veo si la puedo mejorar?'
respuesta,tarea,'la parte en la que \"Para que esas experiencias pasadas,datos sin sentido, se conviertan en conocimiento\"'
positiva,socio-emocional,'ok ahora modifico esa parte'
respuesta,tarea,'http://www.giaa.inf.uc3m.es/investigacion/publicaciones/congresos/nacionales/Berlanga-caepia-1999.pdf este el el link de donde saque la info sobre ML en robotica'
respuesta,tarea,'http://www.medigraphic.com/pdfs/revalemex/ram-2014/ram142j.pdf este link trata sobre ML en medicina si alguin lo pudiera leer creo que estaria interesane para la parte de las aplicaciones'
positiva,socio-emocional,'dale , genial ahora le pego una leida'
positiva,socio-emocional,joya
positiva,socio-emocional,'estas ?'
respuesta,tarea,'si estoy'
pregunta,tarea,'se ve lo que agregue ?'
pregunta,tarea,'o le tengo que dar compartir ?'
respuesta,tarea,'no tengo mucha idea del google docs'
pregunta,tarea,'donde agregaste algo asi me fijo'
respuesta,tarea,'yo tampoco, estamos todos igual'
positiva,socio-emocional,'yo escribo directamente sobre el documento'
respuesta,tarea,'en el primer parrafo agregue esto:'
respuesta,tarea,'Para que esas experiencias pasadas y datos se conviertan en conocimiento necesitan ser procesados y analizados a través de métodos estadísticos complejos.Algunas de esas técnicas son: razonamiento basado en casos, redes neuronales artificiales, clasificadores bayesianos, regresión logística multivariante, entre otras.'
pregunta,tarea,'lo ves ?'
positiva,socio-emocional,'sisi se ve'
positiva,socio-emocional,buenisimo
respuesta,tarea,'cuando modificas el tp se ve en tiempo real'
respuesta,tarea,'sisi, yo veo cuando vos escribis'
respuesta,tarea,'pero no tenia idea si pasaba lo mismo conmigo'
positiva,socio-emocional,'si al principio tenia la misma duda'
respuesta,tarea,'estuve buscando algo como para responder la pregunta 3 pero no encuentro nada'
respuesta,tarea,'mira , yo creo que esa pregunta es mas de opinion y no tanta investigacion'
respuesta,tarea,'y lo que yo creo.. es que'
respuesta,tarea,'claro osea en mi opinion es que si se puede'
pregunta,tarea,'pero no se muy bien como fundamentarla'
respuesta,tarea,'para dominio pequeño , prolog anda perfecto..'
respuesta,tarea,'el tema es cuando hay grandes cantidades de datos'
respuesta,tarea,'claro el problema es cuando el dominio crece'
respuesta,tarea,'y ahi es cuando prolog nose si tomaria una desicion correcta, en un tiempo relativamente bueno'
respuesta,tarea,'mas que nada por como es el motor de prolog basado en backtracking'
respuesta,tarea,'para mi es un \" depende\"'
positiva,socio-emocional,'claro sisi pienso igual, no habia tenido en cuenta lo del motor de prolog'
respuesta,tarea,'esa seria una buena respuesta depende del caso podria serlo para volumenes pequeños de datos'
positiva,socio-emocional,'claro , en una base con 10 hechos prolog anda joya'
negativa,socio-emocional,'pero la realidad no es esa..'
respuesta,tarea,'si claro, bueno voy a tratar de dar una respuesta con lo que tenemos por ahora y lo dejo como sugerencia y a medida que lo veamos todos decidimos que le falta y de mas'
positiva,socio-emocional,dale
pregunta,tarea,'Chicos no encuentro en el doc donde explican si Prolog se puede utilizar para aprendizaje de maquinas... Lo escribieron al final ?'
respuesta,tarea,'Si quieren podemos hacer un llamado hoy mas a la noche... coordinar mas o menos si todos podemos? como para pegarle !una finiquitada'
respuesta,tarea,'Supongo que si nos dejan usar el hangout podemos usarlo para conferencia tambien y no solamente como chat'
respuesta,tarea,'no, no lo escribi nada porque tengo muchas dudas sobre si se puede o no utilizar prolog para programar aprendizaje automatico'
respuesta,tarea,'Poder se puede seguro'
pregunta,tarea,'claro pero el tema es fundamentarlo y no se como'
respuesta,tarea,'encontre algo leyendo anoche, de uno que habia hecho aprendizaje automatico en prolog ahora paso el link asi si estamos todos de acuerdo ponemos eso'
respuesta,tarea,'yo encontre ejemplos en ingles de programas ML hechos en prolog'
respuesta,tarea,http://www.cs.ccsu.edu/~markov/ccsu_courses/mlprograms/
respuesta,tarea,'parece que se usaba'
respuesta,tarea,'pero hace años..'
positiva,socio-emocional,'haber que dice'
respuesta,tarea,'yo encontre esto'
respuesta,tarea,http://programacionlogica.blogspot.com.ar/2005/11/algoritmo-de-aprendizaje-id3.html
respuesta,tarea,'es un algoritmo de ML en prolog, el articulo es del 2005 pero el algoritmo es del 79 creo'
positiva,socio-emocional,'a ver'
positiva,socio-emocional,Chicos
pregunta,tarea,'quien esta online?'
pregunta,tarea,'que la tenga atada con el ingles ?'
positiva,socio-emocional,'Ahi te veo Balta'
positiva,socio-emocional,Ea!
pregunta,tarea,'chicos damos como resuelto el tema de la pregunta uno y nos enfocamos en la 2 y 3?'
pregunta,tarea,'estan de acuerdo con la definicion a la que llegamos'
respuesta,tarea,'Me parece que se nos hizo un toque extensa, pero me gusta. Esta bastante con nuestras conclusiones'
negativa,socio-emocional,'no es que es copy&paste'
respuesta,tarea,'claro aparte la fuimos formando entre todos, si capas nos fuimos un poco a lo que eras sus tecnicas y eso. pero en si es como una definicion y amplia un poco mas'
respuesta,tarea,'Dejemosla por ahora asi, una vez que tengamos todo mas o menos armado vemos si podemos juntarnos todos a la misma hora aca en hangout y pegarle un cierre para entregar'
positiva,socio-emocional,'dale joya'
positiva,socio-emocional,'Dale, queda asi.'
respuesta,tarea,'Chusmen lo que pegué arriba de los mails de cada uno.'
negativa,socio-emocional,'Esta complicado explicar estos ejemplos de mierda.'
negativa,socio-emocional,'O por lo menos más de lo que crei que iba a ser.'
respuesta,tarea,'es que una \"rama\" es muy general, capaz elegir una rama mas facil'
respuesta,tarea,'por ejemplo Mineria de Datos'
respuesta,tarea,'es mas facil'
respuesta,tarea,creo
respuesta,tarea,'Hoy voy a rendir el recuperatorio (juaaa)'
pregunta,tarea,'aprovecho y les pregunto a ver si son 3 ramas o tiramos 3 aplicaciones concretas'
positiva,socio-emocional,'Yo voy a intentar hacer un miti y miti con el tema juegos.'
respuesta,tarea,'Termine haciendo de Mineria de datos...'
positiva,socio-emocional,'baltasar estas ?'
respuesta,tarea,'estuve buscando imagenes de alguna aplicacion de ML en medicina pero no encontre nada, para las otras categorias si encontre y ya las coloque en el documento'
respuesta,tarea,'Che pero necesitabamos poner 3 nomas y estamos poniendo 4'
respuesta,tarea,'Hasta ahora tenemos'
respuesta,tarea,'Juegos, Medicina, Mineria de Datos y Robotica'
respuesta,tarea,'si mejor igual, dice como minimo 3 osea que si explicamos alguna mas mejor'
positiva,socio-emocional,'a tenes razon, dice \"al menos 3\"'
respuesta,tarea,'claro mejor todavia si ponemos mas igual para mi esta bien ahi, explica el como se utiliza ML en el area y a su ves hay ejemplos de aplicaciones especificas'
pregunta,tarea,'lo que no puedo encontrar es aplicaciones en medicina osea no encuentro nada'
respuesta,tarea,testvirtual.flacso.org.ar/course/view.php?id=1219
pregunta,tarea,'que es?'
respuesta,tarea,'aplicacion de machine learning para el diagnostico de cancer'
pregunta,tarea,'pero esta in english?'
respuesta,tarea,'aa joya porque me pide usuario y contraseña'
positiva,socio-emocional,'ahora ds delmedio dia saco algo de texto (bien cortito)'
positiva,socio-emocional,'como para poner de ejemplo'
positiva,socio-emocional,'y una imagen que hay(de un arbol de toma de decisiones)'
respuesta,tarea,'y listo'
respuesta,tarea,'joya dale asi ya quedaria completo esa parte por lo menos para mi ya estaria bien'
positiva,socio-emocional,'hay alguien ?'
respuesta,tarea,'si yo estoy'
positiva,socio-emocional,'como est?as'
respuesta,tarea,'todo tranquilo aca buscando algo de info para completar el punto 3'
positiva,socio-emocional,vos?
positiva,socio-emocional,'biien todo tranqui,'
pregunta,tarea,'vi que estuvieron hablando con pablo , hacemos alguna aplicacion mas ?'
respuesta,tarea,'mejor asi, estuve viendo lo de medicina y esta bien pero le faltaria aulguna aplicacion especifica como la de las demas ramas'
respuesta,tarea,'podriamos hacer una mas como para que quede mas completa'
pregunta,tarea,'cual decis de hacer?'
pregunta,tarea,'decis un ejemplo en diagnostico ?'
pregunta,tarea,'o en genetica?'
respuesta,tarea,'de cualquiera de los dos'
respuesta,tarea,'con uno bastaria'
positiva,socio-emocional,'bueno dale , mira no los puse, xq me parecieron bastante triviales'
respuesta,tarea,'creo que pablo habia encontrado uno de diagnostico de cancer con ML pero no pude abrir el link'
respuesta,tarea,'en diagnostico es facil,'
respuesta,tarea,'es simplemente, un paciente va al medico con ciertos sintomas , y ML asiste al medico en cuanto a la posible enfermedad , dado los pacientes anteriores y las decisiones que se tomaron .'
respuesta,tarea,'basicamente es eso.'
respuesta,tarea,'claro sisi eso es mas o menos lo que esta en la explicacion, pero yo me refiero a un programa en particular y como este utiliza ML para llegar a su objetivo'
respuesta,tarea,'por ejemplo en robotica puse Icub que es un robot que utiliza ML, en juegos puse TD-Gammon que juega backgammon utilizando ML y en mineria de datos puse Azure de microsoft que usa ML'
pregunta,tarea,'a eso me refiero no se si se entiende'
positiva,socio-emocional,'aaah okaa'
respuesta,tarea,'una aplicacion bien explicita !'
respuesta,tarea,'claro como para que se va en donde actua lo explicado antes'
positiva,socio-emocional,'dale perfecto, busco algo'
positiva,socio-emocional,'dale joya'
negativa,socio-emocional,'yo estoy buscando pero no encuento nada jaja'
respuesta,tarea,'http://canuelasya.com.ar/?accion=nota&id=1027&titulo=Desarrollan\%20software\%20que\%20podr\%C3\%ADa\%20anticipar\%20ataques\%20card\%C3\%ADacos'
respuesta,tarea,'fijate, ahi encontre algo de ataques cardiacos y un sistema que puede prevenir utilizando ML'
respuesta,tarea,'joya sisi esta bueno, lo mandamos nomas'
pregunta,tarea,'perteneceria a diagnostico no?'
respuesta,tarea,claro
positiva,socio-emocional,'joya , dale'
positiva,socio-emocional,'en un rato lo hago'
positiva,socio-emocional,'dale dale joya'
respuesta,tarea,'despues pegale una leida a lo del punto tres si podes, esta medio corto pero es una base para ampliar'
positiva,socio-emocional,'sisi eso estuve haciendo'
respuesta,tarea,'tengo que leer lo que puso pablo en ingles , potr wue si no no entiendo una'
negativa,socio-emocional,'uuh , bardie , me entendiste?'
positiva,socio-emocional,'si entiendo jaja'
respuesta,tarea,'yo lo lei pero entendi por arriba lo de las tres falencias de Prolog'
positiva,socio-emocional,'dale ,desp le pego una buena leida'
positiva,socio-emocional,'dale joya entonces'
pregunta,tarea,'Donde anda la fecha de entrega? Que lo eliminaron de la pagina.'
pregunta,tarea,'Era ANTES del 22? O el 22 inclusive.'
respuesta,tarea,'Hasta el 22 a las 18 ha hay tiempo para entregarlo'
negativa,socio-emocional,'Que idiota, acabo de ver que la tabla del sabado llega hasta las 17.'
respuesta,tarea,'Si igual estaria terminarlo hoy o mañana a mas tardar para no andar a las apuradas el sabado'
positiva,socio-emocional,'Si mas vale, aparte un sábado es una paja.'
respuesta,tarea,'Por lo que estoy viendo en la tabla de los horarios, hoy esta bastanta complicado.'
respuesta,tarea,'Para mi que estaria bueno madrugar mañana y liquidarlo,'
positiva,socio-emocional,'Si aparte mas o menos ya esta, si la mayoría o después de las 23 o sino mañana a la mañana'
positiva,socio-emocional,'Si de una si nos ponemos tempra mañana lo terminamos si falta hacer un par de ajustes nomas el punto uno y dos para mi están bien'
respuesta,tarea,'Faltaría agregar algo mas en el 3'
positiva,socio-emocional,'Bien, quedamos en eso.'
pregunta,tarea,'A ver como les avisamos a los demas.'
positiva,socio-emocional,'Tiro un mensaje al chat.'
respuesta,tarea,'Si Pablo y Juan creo que pueden a la mañana, yo puedo asi que si vos podes faltaría nadia nomas'
negativa,socio-emocional,'Nadia? jaja quien la conoce.'
negativa,socio-emocional,'Na, pero no va aparecer, es obvio.'
respuesta,tarea,'Ayer apareció hizo la parte de el área de juegos en las aplicaciones de ML'
positiva,socio-emocional,'Ni me fije, bien ahi.'
respuesta,tarea,'Ahi escribi un mensaje en el DOC.'
positiva,socio-emocional,'Sisi, joya!'
positiva,socio-emocional,'Escribo tu confirmado'
positiva,socio-emocional,'Sisi yo mañana a la mañana me conecto temprano no hay drama'
respuesta,tarea,'GENTE CHUSMEN EL DOC QUE DEJAMOS UN MENSAJE PARA JUNTARNOS MAÑANA Y LIQUIDARLO. CONFIRMEN.'
positiva,socio-emocional,'Buen día gente.'
respuesta,tarea,'usemo el chat de gmail'
negativa,socio-emocional,'(re ortiva)'
positiva,socio-emocional,'Buen dia'
positiva,socio-emocional,'Se, posta.'
positiva,socio-emocional,buenas
positiva,socio-emocional,'buenas buenas'
positiva,socio-emocional,'como estas?'
positiva,socio-emocional,'Buenas buenas'
positiva,socio-emocional,buenassss!!
positiva,socio-emocional,hola!!!!!!
positiva,socio-emocional,'Hola hola'
positiva,socio-emocional,'somo un parrr'
pregunta,tarea,'che quieren armarlo mas como un informe?'
respuesta,tarea,'le vamos poniendo titulos y le sacamos lo que es 1, 2, ...'
positiva,socio-emocional,'Dale, ni idea yo le mande los numeros para identificar que cosa respondia que, pero si se puede armar todo junto lo hacemos mas tipo informe'
respuesta,tarea,'si, estaba en eso de borral las cosas que no vamos a usar, como las tablas que pusimos para ver a que hora podiamos todos'
positiva,socio-emocional,'dale dale'
positiva,socio-emocional,buenisimo
positiva,socio-emocional,buenas
positiva,socio-emocional,'buenas juan'
positiva,socio-emocional,'como estan ?'
positiva,socio-emocional,'disculpn me doprmi un toque'
pregunta,tarea,'che, rapido que puedo ir haciendo?'
respuesta,tarea,'le estabamos dando formato'
positiva,socio-emocional,'voy viendo algo de la 3'
respuesta,tarea,'yo lo lei todo recien como para revisar coherencia'
positiva,socio-emocional,buenisimo
respuesta,tarea,'me parecio bastante bien'
respuesta,tarea,'no me convence la 3ra, la parte de las falencias creo que me quedo traducida medio pedorro'
positiva,socio-emocional,jajajaj
pregunta,tarea,'Cual es la 3ra parte? Yo veo 2.'
respuesta,tarea,'dps tendriamos que ver si le ponemos que serviria mas de forma didactica para Machine Learning o asi como est alo dejamos'
respuesta,tarea,'esta en el texto en ingles'
respuesta,tarea,'mas arriba'
positiva,socio-emocional,jajajaj
positiva,socio-emocional,'jaja, si, pense que la habian tirado en castellano.'
negativa,socio-emocional,'No me convence como está encarado el punto 3, en decir que hay caracteristicas claves de las cuales carece prolog y terminar diciendo que al final si se puede.'
respuesta,tarea,'pasa que arranque y interprete \"Prolog no tiene restricciones de nombre unico\" y me entro la duda de si la tiene o no... y a partir de eso ya no sabia bien si iba a interpretar bien o no el texto en ingles'
respuesta,tarea,'por eso no lo traduje'
respuesta,tarea,'mira , yo creo la tercer pregunta es mas que pensamos nosotros y tratar de justificarlo con lo que nosotros sabemos de prolog'
respuesta,tarea,'y de machine learning , pero sin entrar en demasiadas cosas especificas , que capaz que no tenemos idea'
respuesta,tarea,'Claro pero siento que para eso deberiamos saber mas de Machine Learning a nivel de aplicarlo... como para deducir si prolog sirve o no'
respuesta,tarea,'como servir sabemos que sirve'
respuesta,tarea,'pero como decian en los comentarios'
positiva,socio-emocional,'Si, eso seguro.'
positiva,socio-emocional,'claro, si pienso igual que pablo, para poder saber si sirve para implementar ML deberiamos saber mas sobre machine learnig'
respuesta,tarea,'pero si ya hay algoritmos de ML hechos es prolog es algo asi que para mi como poder se puede'
respuesta,tarea,'pero si despues vemos que hay limitacion y en el texto en ingles dice que depende de las habilidades del programador el poder implementar ML en prolog'
respuesta,tarea,'che ahi traduje la tercera caracteristica, se entiende, es como las reglas en lenguajes que tenes que ir de expresion a termino de termino a factor, y asi, para ir armando la expresion'
positiva,socio-emocional,'si ahi la lei'
positiva,socio-emocional,'cuando la leo en castellano la entiendo mejor jajaj'
positiva,socio-emocional,jajaja
positiva,socio-emocional,jajaj
respuesta,tarea,'ahora se entiende'
positiva,socio-emocional,'jajjaa joya'
positiva,socio-emocional,'Se, quedo bueno.'
respuesta,tarea,'tenemos que tener fe en que el que escribio ese texto en ingles sabia lo que decia'
respuesta,tarea,'igual viendolo mas o menos cierra'
respuesta,tarea,'es que tiene sentido, se puede, pero tenes que tener una habilidad terrible para detectar todos los posibles casos para escribir todas las reglas necesarias'
respuesta,tarea,'yo estoy con el compilador, y es lo mismo, que tenes que escribir todas las reglas'
positiva,socio-emocional,jajaja
respuesta,tarea,'si, a mi me cierra.'
negativa,socio-emocional,'Claro, se hace medio tedioso tener en cuenta todas las alternativas como para que al algoritmo funciono bien'
pregunta,tarea,'No les convence un giro de parrafos en el punto 3?'
pregunta,tarea,'Empezar diciendo que es posible y despues numerando las contras del lenguaje?'
positiva,socio-emocional,'a si si'
respuesta,tarea,'capaz haciendo enfasis en esto que mencionamos'
pregunta,tarea,'decis poner primero el que se puede pero no es lo mejor y dejar las carencias abajo?'
respuesta,tarea,'que se puede pero dependiendo mucho en la habilidad del programador'
positiva,socio-emocional,claro
positiva,socio-emocional,sisi
positiva,socio-emocional,'es buena'
respuesta,tarea,'ya que prolog tiene estas desventajas, que hacen tedioso el lograr una programacion declarativa'
respuesta,tarea,'pero sino rellenamos la conclusion'
positiva,socio-emocional,'sisi quedaria mucho mejor asi'
respuesta,tarea,'Claro, sino al leerlo te da la idea de que no se puede.'
pregunta,tarea,'quieren que haga una portada?'
positiva,socio-emocional,'Dale nomas!'
respuesta,tarea,'pegue la consigna abajo del todo'
respuesta,tarea,'la consigna sino la podemos meter en la primer pagina antes que el informe'
pregunta,tarea,'che los \"links de referencias\"'
pregunta,tarea,'eso va como nota al pie o referencia , no puede ir en medio del texto'
positiva,socio-emocional,'ah tambien'
positiva,socio-emocional,'Si, ahi lo estaba sacando.'
respuesta,tarea,'Alguien lo agrego a links de refencia ya.'
respuesta,tarea,'un numerito y abajo de la page , mandamos los links'
respuesta,tarea,'si yo los agregue ya les puse numero y todo'
positiva,socio-emocional,dale
pregunta,tarea,'quieren que limpie un toque el doc con lo qe sirve y no ?'
pregunta,tarea,'y despues bibliografia? y mandamos todos los links que consultamos ?'
positiva,socio-emocional,'si si, ya limpiemos, todo lo que sea referencia lo vamos metiendo al final'
respuesta,tarea,'ahi lo baje como pdf , para ver como queda'
positiva,socio-emocional,'agrego los numeros de las respuestas'
respuesta,tarea,'xq la tercera aparece de la nada'
respuesta,tarea,'o de ultima mandemosle un titulo'
respuesta,tarea,'hay que ponerle titulo'
pregunta,tarea,'Machine learning en Prolog ??'
pregunta,tarea,'es muy berreta ?'
positiva,socio-emocional,'De one!'
positiva,socio-emocional,jajaja
positiva,socio-emocional,perfect
positiva,socio-emocional,(Y)
positiva,socio-emocional,'jajaja joya te lo deja a la imaginacion'
pregunta,tarea,'pero con el signo de pregunta ??'
negativa,socio-emocional,'no no'
positiva,socio-emocional,'es muy buena jajaj'
respuesta,tarea,'che en la consigna decia como habia que mandar el mail'
positiva,socio-emocional,jaja
pregunta,tarea,'alguien la guardo?'
positiva,socio-emocional,si
negativa,socio-emocional,no
respuesta,tarea,'pero esta en las versiones'
positiva,socio-emocional,jajaja
positiva,socio-emocional,'a ver'
positiva,socio-emocional,'ahi lo rescato'
respuesta,tarea,'es el mismo mail , x el qe te mandaron el tp'
respuesta,tarea,'es el mail de la catedra'
positiva,socio-emocional,'ahi lo pegue en al aprte dela consigna'
positiva,socio-emocional,joya
pregunta,tarea,'o no lo ponemos? no seria parte de la consgna eso tambien ?'
negativa,socio-emocional,'no interesa'
respuesta,tarea,'no cambia digo'
respuesta,tarea,'mandalo si queres'
respuesta,tarea,'ahi le saque la fecha limite que esta en la portada'
respuesta,tarea,'che , lo pase a pdf para ver que onda...'
pregunta,tarea,'y como queda ?'
respuesta,tarea,'y cuando lo pase ,hay algunas cosas que hay que acomodar'
positiva,socio-emocional,'lo acomodo'
respuesta,tarea,'por mas que se ve mal en el doc'
respuesta,tarea,'pero lo qe importa es el pdf'
pregunta,tarea,'dale ?'
positiva,socio-emocional,'si de una si nosotros tenemos que mandar el pdf nomas'
respuesta,tarea,'igual ya es retoques finales'
respuesta,tarea,'no se olviden de antes de mandarlo cambiarle el nombre al pdf'
respuesta,tarea,'el nombre del tp es el de como te lo baja'
respuesta,tarea,T1-WG10
negativa,socio-emocional,'uh la re manquiee'
positiva,socio-emocional,'che quedo bueno eh!'
respuesta,tarea,'Ahi lo bajé en PDF y esta todo bien acomodado.'
positiva,socio-emocional,buenazo
pregunta,tarea,'Nos quedo joya el tp ?'
respuesta,tarea,'hice una pequeña modif de redaccion en el 3'
negativa,socio-emocional,'Mmm \"carece de ciertas desventajas\" me hace ruido,'
respuesta,tarea,'carece de ciertas caracteristicas o \"posee ciertas desventajas\"'
positiva,socio-emocional,jaj
respuesta,tarea,'posee ciertas desventajas'
respuesta,tarea,'posee de una'
respuesta,tarea,'lo modificas ?'
positiva,socio-emocional,jaja
pregunta,tarea,'a ver ahi'
positiva,socio-emocional,'Good good'
respuesta,tarea,'decia de encarar por el lado de desventajas, y no de que carece de caracteristicas...'
positiva,socio-emocional,'por eso'
pregunta,tarea,'mira , esto ya es de puto .. pero en la portada , le saco el numero ?'
positiva,socio-emocional,jajaja
respuesta,tarea,'estaba viendo lo mismo'
respuesta,tarea,'no se puede, aparece en todas'
respuesta,tarea,'o en ninguna!'
positiva,socio-emocional,jaja
positiva,socio-emocional,jajajaj
positiva,socio-emocional,'a ta'
pregunta,tarea,'decis ponerlo a manopla'
positiva,socio-emocional,jajajajaj
negativa,socio-emocional,'lo croto jajajaj'
respuesta,tarea,'hay que ponerlo antes del pie de pagina'
respuesta,tarea,'sino nos caga la vida'
respuesta,tarea,'es una boludes igual'
positiva,socio-emocional,'si mal'
respuesta,tarea,'digo no nos van a decir nada'
respuesta,tarea,'pero ya que estamos'
respuesta,tarea,'dejemosle el uno en la portadaaa!!'
positiva,socio-emocional,leeestoo
positiva,socio-emocional,'che me tengo que iir, una maasaa el tp'
positiva,socio-emocional,'Dale, ahora lo mandamos'
respuesta,tarea,'Dejemoslo para entregar a la noche igual'
negativa,socio-emocional,'no se'
positiva,socio-emocional,'Se, esta lindo.'
pregunta,tarea,'por si flashamos algo'
pregunta,tarea,'o a fue?'
positiva,socio-emocional,'sin apuros'
negativa,socio-emocional,waiit
respuesta,tarea,'de ultima se lo hago leer a alguien mas , y que me diga si ve errores de redaccion..'
pregunta,tarea,'si ?'
respuesta,tarea,'Por mi sale con fritas,'
respuesta,tarea,'a la noche mas tardar eso ya esta listo'
respuesta,tarea,'para mi esta joya tambien pero si prefieren esperar me da igual'
respuesta,tarea,'alguien quiere mandarlo ?'
positiva,socio-emocional,'yo no tengo problema , si quieren hago el chequeo y lo mando'
positiva,socio-emocional,Dale
positiva,socio-emocional,'dale si de una'
positiva,socio-emocional,buenisimo!
positiva,socio-emocional,'yo m hago cargo'
positiva,socio-emocional,listo!
positiva,socio-emocional,'Perfecto,'
positiva,socio-emocional,'Che Adrian'
respuesta,tarea,'fuiste al recu ?'
respuesta,tarea,'eu, guachines. Nada que ver con nada, pero pensaba dar algoritmos I el 19 de diciembre, alguien está re solari como yo y le pinta estudiar conmigo?'
respuesta,tarea,'sisi fui, nose que onda'
positiva,socio-emocional,'jajaja ya entramos a salir con cualquiera'
respuesta,tarea,'el uno era una papa y el dos creo que tambien'
positiva,socio-emocional,jaja
negativa,socio-emocional,'el tres me la volo jaj'
negativa,socio-emocional,'jajajaj me paso igual pero bueee spero no haberle errado'
respuesta,tarea,'te mandas una sola cagada y fuiste'
pregunta,tarea,'?'
respuesta,tarea,'excepto en el 3, que ese no importa par anada'
negativa,socio-emocional,'si yo espero haberla pegado ja'
respuesta,tarea,'Che no se olviden de la consulta de Baltasar por algoritmos I'
positiva,socio-emocional,'yo paso que ya meti por suerteeeeee'
positiva,socio-emocional,'a no lo vi, yo tmbien ya la di pero suerte tambien'
negativa,socio-emocional,'Si, ya la metieron todos. Que pija, como la colgue.'
pregunta,tarea,'flashe con lo de dinamica, creo que era de algoritmos 2 ?'
positiva,socio-emocional,'me fui! saludos'
positiva,socio-emocional,'muchachooos ahi lo maando !'
positiva,socio-emocional,'Dale Juan mandalo nomas!'
positiva,socio-emocional,'sisi man'
positiva,socio-emocional,Buena!!!
positiva,socio-emocional,'Che un gusto laburar con ustedes che!'
positiva,socio-emocional,'salio todo Piolanga'
positiva,socio-emocional,'Ahora a organizarse con el otro grupo por el juegoooo!! jajaj'
positiva,socio-emocional,'Igualmente pablito, aunque ni te conosca jaja una masa el grupo 10 ! un gusto!'
positiva,socio-emocional,'Igualmente viejo y para el resto tambien'
positiva,socio-emocional,'un gusto'
positiva,socio-emocional,'Si, genial el grupo. Suerte con los que vienen!'
positiva,socio-emocional,'Un gusto chicos! De diez el grupo'
respuesta,tarea,'Hola chicos, para los que no pudieron ir a la última teoría de la materia, les envié un link sobre un apunte de Aprendizaje de maquinas para que puedan tener una idea de lo que se está preguntando.'
respuesta,tarea,'Los sistemas que aprenden son sistemas capaces de optimizar un criterio de desempeño usando datos de ejemplo o experiencia pasada.'
respuesta,tarea,'Se dice que un programa aprende de una experiencia E con respecto a una clase de tareas T y medida de desempeño P, si su desempeño en las tareas en T, de acuerdo con la medida P, mejora con la experiencia E.'
respuesta,tarea,'Una forma sencilla de explicar la principal ventaja del aprendizaje de máquinas:'
respuesta,tarea,'“Encontrar un error en un programa, y arreglarlo, hará que el programa funcione correctamente hoy.'
respuesta,tarea,'Hacer que el programa encuentre el problema y lo arregle, hará que el programa funcione bien siempre”'
respuesta,tarea,'Esto último lo encontre en una página, capaz que esta bueno para entenderlo.'
respuesta,tarea,'Perfecto, está muy buena la info, coincidimos en que se basa en experiencias pasadas para mejorar el desempeño de las tareas futuras.'
respuesta,tarea,'Si quieren ya podemos ir armando una respuesta en base a lo que averiguamos.'
pregunta,tarea,'Que opinan?'
positiva,socio-emocional,'Dale dale, joya.'
respuesta,tarea,'Entre lo que tenemos vamos haciendo un rejunte y poniendo también con nuestras palabras lo que entendimos.'
respuesta,tarea,'Cuando armemos una respuesta vemos si le falta algo, y si estamos todos de acuerdo.'
positiva,socio-emocional,bárbaro
pregunta,tarea,'si les parece empiezo a escribir la respuesta y a medida que los otros chicos vayan viendo, agregamos / modificamos cosas.'
positiva,socio-emocional,'Dale, por mi no hay problema.'
respuesta,tarea,'Fijate que en la info que pusiste vos en tu comentario, pusiste tambien un par de ejemplos, que pueden llegar a servir para la pregunta 2.'
positiva,socio-emocional,gracias
respuesta,tarea,'Hola, si yo estoy de acuerdo con la idea q vienen diciendo.'
respuesta,tarea,'Se podria llegar a agregar que la mayoria de los problemas son del tipo NP-Hard (los q vimos en Algoritmos 2), q se centran en el estudio de la complejidad computacional, q intentan eliminar la interaccion hombre-maquina.'
respuesta,tarea,'La idea de la definicion, desde mi punto de vista, podria decirse q el aprendizaje de maquinas se basa en desarrollar programas, los cuales les permita a la computadora aprender, por medio de ejemplos concretos, o por prueba y error, tipos de patrones similares en las entradas del programa.'
positiva,socio-emocional,'me parece bien Tomás'
positiva,socio-emocional,'ahora armo una respuesta con nuestras palabras, sobre lo que dijimos.'
respuesta,tarea,'Arme la pregunta 1 en base a la información que recolectamos, trate de no copiar y pegar y que sea mas que nada lo que interpretamos del concepto, que es lo que nos piden.'
respuesta,tarea,'Cualquier cosa que piensen que se pueda agregar o que se les ocurra cambiar, es bienvenido :)'
respuesta,tarea,'Voy agregando para la respuesta 2 aca:'
respuesta,tarea,'Aca encontré algo que puede servir para la pregunta 3:'
respuesta,tarea,'Un conjunto de predicados PROLOG que permiten relacionar un texto con alguna de sus partes, palabras o elementos, de manera que se puedan distinguir o discriminar del resto del texto según algún criterio, y que se puedan procesar utilizando las técnicas de la programación declarativa, o de la programación lógica.'
respuesta,tarea,'Relacionando a su vez, mediante predicados adecuados, estos términos con otros elementos conceptualmente significativos, del mismo o de otro texto.'
respuesta,tarea,'Es decir, de cuya relación se pueda obtener algún tipo de conocimiento.'
