@relation chat

@attribute class_area {socio-emocional,tarea}
@attribute mensaje string

@data
tarea,'dps tendriamos que ver si le ponemos que serviria mas de forma didactica para Machine Learning o asi como est alo dejamos'
tarea,'esta en el texto en ingles'
tarea,'mas arriba'
socio-emocional,jajajaj
socio-emocional,'jaja, si, pense que la habian tirado en castellano.'
socio-emocional,'No me convence como está encarado el punto 3, en decir que hay caracteristicas claves de las cuales carece prolog y terminar diciendo que al final si se puede.'
tarea,'pasa que arranque y interprete \"Prolog no tiene restricciones de nombre unico\" y me entro la duda de si la tiene o no... y a partir de eso ya no sabia bien si iba a interpretar bien o no el texto en ingles'
tarea,'por eso no lo traduje'
tarea,'mira , yo creo la tercer pregunta es mas que pensamos nosotros y tratar de justificarlo con lo que nosotros sabemos de prolog'
tarea,'y de machine learning , pero sin entrar en demasiadas cosas especificas , que capaz que no tenemos idea'
tarea,'Claro pero siento que para eso deberiamos saber mas de Machine Learning a nivel de aplicarlo... como para deducir si prolog sirve o no'
tarea,'como servir sabemos que sirve'
tarea,'pero como decian en los comentarios'
socio-emocional,'Si, eso seguro.'
socio-emocional,'claro, si pienso igual que pablo, para poder saber si sirve para implementar ML deberiamos saber mas sobre machine learnig'
tarea,'pero si ya hay algoritmos de ML hechos es prolog es algo asi que para mi como poder se puede'
tarea,'pero si despues vemos que hay limitacion y en el texto en ingles dice que depende de las habilidades del programador el poder implementar ML en prolog'
tarea,'che ahi traduje la tercera caracteristica, se entiende, es como las reglas en lenguajes que tenes que ir de expresion a termino de termino a factor, y asi, para ir armando la expresion'
socio-emocional,'si ahi la lei'
socio-emocional,'cuando la leo en castellano la entiendo mejor jajaj'
socio-emocional,jajaja
socio-emocional,jajaj
tarea,'ahora se entiende'
socio-emocional,'jajjaa joya'
socio-emocional,'Se, quedo bueno.'
tarea,'tenemos que tener fe en que el que escribio ese texto en ingles sabia lo que decia'
tarea,'igual viendolo mas o menos cierra'
tarea,'es que tiene sentido, se puede, pero tenes que tener una habilidad terrible para detectar todos los posibles casos para escribir todas las reglas necesarias'
tarea,'yo estoy con el compilador, y es lo mismo, que tenes que escribir todas las reglas'
socio-emocional,jajaja
tarea,'si, a mi me cierra.'
socio-emocional,'Claro, se hace medio tedioso tener en cuenta todas las alternativas como para que al algoritmo funciono bien'
tarea,'No les convence un giro de parrafos en el punto 3?'
tarea,'Empezar diciendo que es posible y despues numerando las contras del lenguaje?'
socio-emocional,'a si si'
tarea,'capaz haciendo enfasis en esto que mencionamos'
tarea,'decis poner primero el que se puede pero no es lo mejor y dejar las carencias abajo?'
tarea,'que se puede pero dependiendo mucho en la habilidad del programador'
socio-emocional,claro
socio-emocional,sisi
socio-emocional,'es buena'
tarea,'ya que prolog tiene estas desventajas, que hacen tedioso el lograr una programacion declarativa'
tarea,'pero sino rellenamos la conclusion'
socio-emocional,'sisi quedaria mucho mejor asi'
tarea,'Claro, sino al leerlo te da la idea de que no se puede.'
tarea,'quieren que haga una portada?'
socio-emocional,'Dale nomas!'
tarea,'pegue la consigna abajo del todo'
tarea,'la consigna sino la podemos meter en la primer pagina antes que el informe'
tarea,'che los \"links de referencias\"'
tarea,'eso va como nota al pie o referencia , no puede ir en medio del texto'
socio-emocional,'ah tambien'
socio-emocional,'Si, ahi lo estaba sacando.'
tarea,'Alguien lo agrego a links de refencia ya.'
tarea,'un numerito y abajo de la page , mandamos los links'
tarea,'si yo los agregue ya les puse numero y todo'
socio-emocional,dale
tarea,'quieren que limpie un toque el doc con lo qe sirve y no ?'
tarea,'y despues bibliografia? y mandamos todos los links que consultamos ?'
socio-emocional,'si si, ya limpiemos, todo lo que sea referencia lo vamos metiendo al final'
tarea,'ahi lo baje como pdf , para ver como queda'
socio-emocional,'agrego los numeros de las respuestas'
tarea,'xq la tercera aparece de la nada'
tarea,'o de ultima mandemosle un titulo'
tarea,'hay que ponerle titulo'
tarea,'Machine learning en Prolog ??'
tarea,'es muy berreta ?'
socio-emocional,'De one!'
socio-emocional,jajaja
socio-emocional,perfect
socio-emocional,(Y)
socio-emocional,'jajaja joya te lo deja a la imaginacion'
tarea,'pero con el signo de pregunta ??'
socio-emocional,'no no'
socio-emocional,'es muy buena jajaj'
tarea,'che en la consigna decia como habia que mandar el mail'
socio-emocional,jaja
tarea,'alguien la guardo?'
socio-emocional,si
socio-emocional,no
tarea,'pero esta en las versiones'
socio-emocional,jajaja
socio-emocional,'a ver'
socio-emocional,'ahi lo rescato'
tarea,'es el mismo mail , x el qe te mandaron el tp'
tarea,'es el mail de la catedra'
socio-emocional,'ahi lo pegue en al aprte dela consigna'
socio-emocional,joya
tarea,'o no lo ponemos? no seria parte de la consgna eso tambien ?'
socio-emocional,'no interesa'
tarea,'no cambia digo'
tarea,'mandalo si queres'
tarea,'ahi le saque la fecha limite que esta en la portada'
tarea,'che , lo pase a pdf para ver que onda...'
tarea,'y como queda ?'
tarea,'y cuando lo pase ,hay algunas cosas que hay que acomodar'
socio-emocional,'lo acomodo'
tarea,'por mas que se ve mal en el doc'
tarea,'pero lo qe importa es el pdf'
tarea,'dale ?'
socio-emocional,'si de una si nosotros tenemos que mandar el pdf nomas'
tarea,'igual ya es retoques finales'
tarea,'no se olviden de antes de mandarlo cambiarle el nombre al pdf'
tarea,'el nombre del tp es el de como te lo baja'
tarea,T1-WG10
socio-emocional,'uh la re manquiee'
socio-emocional,'che quedo bueno eh!'
tarea,'Ahi lo bajé en PDF y esta todo bien acomodado.'
socio-emocional,buenazo
tarea,'Nos quedo joya el tp ?'
tarea,'hice una pequeña modif de redaccion en el 3'
socio-emocional,'Mmm \"carece de ciertas desventajas\" me hace ruido,'
tarea,'carece de ciertas caracteristicas o \"posee ciertas desventajas\"'
socio-emocional,jaj
tarea,'posee ciertas desventajas'
tarea,'posee de una'
tarea,'lo modificas ?'
socio-emocional,jaja
tarea,'a ver ahi'
socio-emocional,'Good good'
tarea,'decia de encarar por el lado de desventajas, y no de que carece de caracteristicas...'
socio-emocional,'por eso'
tarea,'mira , esto ya es de puto .. pero en la portada , le saco el numero ?'
socio-emocional,jajaja
tarea,'estaba viendo lo mismo'
tarea,'no se puede, aparece en todas'
tarea,'o en ninguna!'
socio-emocional,jaja
socio-emocional,jajajaj
socio-emocional,'a ta'
tarea,'decis ponerlo a manopla'
socio-emocional,jajajajaj
socio-emocional,'lo croto jajajaj'
tarea,'hay que ponerlo antes del pie de pagina'
tarea,'sino nos caga la vida'
tarea,'es una boludes igual'
socio-emocional,'si mal'
tarea,'digo no nos van a decir nada'
tarea,'pero ya que estamos'
tarea,'dejemosle el uno en la portadaaa!!'
socio-emocional,leeestoo
socio-emocional,'che me tengo que iir, una maasaa el tp'
socio-emocional,'Dale, ahora lo mandamos'
tarea,'Dejemoslo para entregar a la noche igual'
socio-emocional,'no se'
socio-emocional,'Se, esta lindo.'
tarea,'por si flashamos algo'
tarea,'o a fue?'
socio-emocional,'sin apuros'
socio-emocional,waiit
tarea,'de ultima se lo hago leer a alguien mas , y que me diga si ve errores de redaccion..'
tarea,'si ?'
tarea,'Por mi sale con fritas,'
tarea,'a la noche mas tardar eso ya esta listo'
tarea,'para mi esta joya tambien pero si prefieren esperar me da igual'
tarea,'alguien quiere mandarlo ?'
socio-emocional,'yo no tengo problema , si quieren hago el chequeo y lo mando'
socio-emocional,Dale
socio-emocional,'dale si de una'
socio-emocional,buenisimo!
socio-emocional,'yo m hago cargo'
socio-emocional,listo!
socio-emocional,'Perfecto,'
socio-emocional,'Che Adrian'
tarea,'fuiste al recu ?'
tarea,'eu, guachines. Nada que ver con nada, pero pensaba dar algoritmos I el 19 de diciembre, alguien está re solari como yo y le pinta estudiar conmigo?'
tarea,'sisi fui, nose que onda'
socio-emocional,'jajaja ya entramos a salir con cualquiera'
tarea,'el uno era una papa y el dos creo que tambien'
socio-emocional,jaja
socio-emocional,'el tres me la volo jaj'
socio-emocional,'jajajaj me paso igual pero bueee spero no haberle errado'
tarea,'te mandas una sola cagada y fuiste'
tarea,'?'
tarea,'excepto en el 3, que ese no importa par anada'
socio-emocional,'si yo espero haberla pegado ja'
tarea,'Che no se olviden de la consulta de Baltasar por algoritmos I'
socio-emocional,'yo paso que ya meti por suerteeeeee'
socio-emocional,'a no lo vi, yo tmbien ya la di pero suerte tambien'
socio-emocional,'Si, ya la metieron todos. Que pija, como la colgue.'
tarea,'flashe con lo de dinamica, creo que era de algoritmos 2 ?'
socio-emocional,'me fui! saludos'
socio-emocional,'muchachooos ahi lo maando !'
socio-emocional,'Dale Juan mandalo nomas!'
socio-emocional,'sisi man'
socio-emocional,Buena!!!
socio-emocional,'Che un gusto laburar con ustedes che!'
socio-emocional,'salio todo Piolanga'
socio-emocional,'Ahora a organizarse con el otro grupo por el juegoooo!! jajaj'
socio-emocional,'Igualmente pablito, aunque ni te conosca jaja una masa el grupo 10 ! un gusto!'
socio-emocional,'Igualmente viejo y para el resto tambien'
socio-emocional,'un gusto'
socio-emocional,'Si, genial el grupo. Suerte con los que vienen!'
socio-emocional,'Un gusto chicos! De diez el grupo'
tarea,'Hola chicos, para los que no pudieron ir a la última teoría de la materia, les envié un link sobre un apunte de Aprendizaje de maquinas para que puedan tener una idea de lo que se está preguntando.'
tarea,'Los sistemas que aprenden son sistemas capaces de optimizar un criterio de desempeño usando datos de ejemplo o experiencia pasada.'
tarea,'Se dice que un programa aprende de una experiencia E con respecto a una clase de tareas T y medida de desempeño P, si su desempeño en las tareas en T, de acuerdo con la medida P, mejora con la experiencia E.'
tarea,'Una forma sencilla de explicar la principal ventaja del aprendizaje de máquinas:'
tarea,'“Encontrar un error en un programa, y arreglarlo, hará que el programa funcione correctamente hoy.'
tarea,'Hacer que el programa encuentre el problema y lo arregle, hará que el programa funcione bien siempre”'
tarea,'Esto último lo encontre en una página, capaz que esta bueno para entenderlo.'
tarea,'Perfecto, está muy buena la info, coincidimos en que se basa en experiencias pasadas para mejorar el desempeño de las tareas futuras.'
tarea,'Si quieren ya podemos ir armando una respuesta en base a lo que averiguamos.'
tarea,'Que opinan?'
socio-emocional,'Dale dale, joya.'
tarea,'Entre lo que tenemos vamos haciendo un rejunte y poniendo también con nuestras palabras lo que entendimos.'
tarea,'Cuando armemos una respuesta vemos si le falta algo, y si estamos todos de acuerdo.'
socio-emocional,bárbaro
tarea,'si les parece empiezo a escribir la respuesta y a medida que los otros chicos vayan viendo, agregamos / modificamos cosas.'
socio-emocional,'Dale, por mi no hay problema.'
tarea,'Fijate que en la info que pusiste vos en tu comentario, pusiste tambien un par de ejemplos, que pueden llegar a servir para la pregunta 2.'
socio-emocional,gracias
tarea,'Hola, si yo estoy de acuerdo con la idea q vienen diciendo.'
tarea,'Se podria llegar a agregar que la mayoria de los problemas son del tipo NP-Hard (los q vimos en Algoritmos 2), q se centran en el estudio de la complejidad computacional, q intentan eliminar la interaccion hombre-maquina.'
tarea,'La idea de la definicion, desde mi punto de vista, podria decirse q el aprendizaje de maquinas se basa en desarrollar programas, los cuales les permita a la computadora aprender, por medio de ejemplos concretos, o por prueba y error, tipos de patrones similares en las entradas del programa.'
socio-emocional,'me parece bien Tomás'
socio-emocional,'ahora armo una respuesta con nuestras palabras, sobre lo que dijimos.'
tarea,'Arme la pregunta 1 en base a la información que recolectamos, trate de no copiar y pegar y que sea mas que nada lo que interpretamos del concepto, que es lo que nos piden.'
tarea,'Cualquier cosa que piensen que se pueda agregar o que se les ocurra cambiar, es bienvenido :)'
tarea,'Voy agregando para la respuesta 2 aca:'
tarea,'Aca encontré algo que puede servir para la pregunta 3:'
tarea,'Un conjunto de predicados PROLOG que permiten relacionar un texto con alguna de sus partes, palabras o elementos, de manera que se puedan distinguir o discriminar del resto del texto según algún criterio, y que se puedan procesar utilizando las técnicas de la programación declarativa, o de la programación lógica.'
tarea,'Relacionando a su vez, mediante predicados adecuados, estos términos con otros elementos conceptualmente significativos, del mismo o de otro texto.'
tarea,'Es decir, de cuya relación se pueda obtener algún tipo de conocimiento.'
tarea,'Para ello se pueden utilizar dos instrumentos principales con los que cuenta PROLOG (y la programación lógica), y que la hacen particularmente indicada para este tipo de tareas: El tratamiento recursivo de datos (la RECURSIVIDAD) y las LISTAS.'
tarea,'También consideramos de interés los predicados que permiten la conversión de textos en listas.'
tarea,'De forma que estas últimas, en su calidad de estructuras singulares de datos, permiten una serie de posibilidades adicionales de proceso y de relación'
tarea,'estuve viendo y esta bueno este material ivan para la 3'
socio-emocional,'ahora voy a armar una pseudo-respuesta a ver que opinan y de ultima lo modificamos'
tarea,'Como operan de forma automática, los motores de búsqueda contienen generalmente más información que los directorios.'
tarea,'Sin embargo, estos últimos también han de construirse a partir de búsquedas (no automatizadas) o bien a partir de avisos dados por los creadores de páginas.'
tarea,'Los buenos directorios combinan ambos sistemas.'
tarea,'Bien, me parece que en esta pregunta habría que ver en qué casos se puede aplicar y describir cómo se aplica, más que lo que significa en sí'
tarea,'yo mencioné unos ejemplos muy simple en otro comentario que hice'
tarea,'otros podrían ser por lo que averigüe, en el ámbito bancario por ejemplo el hecho de determinar si se le puede conceder un crédito a determinado cliente en base a la experiencia que tenga el cliente en el banco (p.e si ha cumplido con los pagos, si anteriormente ha sacado otro credito,etc), seria un caso en el que se aprende de la experiencia pasada.'
tarea,'Otra aplicacion podria ser el analisis de imágenes para reconocer objetos, por ej para reconocer personas dentro de una imagen, vieron que en face cuando subis una foto automaticamente te reconoce a todas las personas de la foto? no se si tiene que ver, pero en base a tus amigos y lo que conoce puede determinar con quien estas en la foto. y asi hay muchas mas'
tarea,'cuales les parece agregar a la respuesta?'
socio-emocional,'Chicos tengo que rendir mañana prog.explo, estoy practicando, mña vengo de rendir y ya estoy re libre y me pongo a completar esto!! disculpen!!'
tarea,'hola chicos/as como andan? ahí puse una pseudo respuesta del 3, cualquier cosa que quieran agregar o modificar es bienvenida'
tarea,'y con respecto a las otras preguntas la 2 ya esta lista y en la 1 solo nos faltaría hilvanar el primer párrafo con el 2do. mañana desp de rendir si quieren nos podemos conectar y darle forma al tp. hasta mañana!'
tarea,'Andi, ahi leí lo que pusiste.'
tarea,'Esta bueno, despues vemos si le agregamos algo mas o si hay que modificar algo.'
tarea,'Recién justifique todo el documento para que quede prolijo (cosa no muy importante, pero bueno).'
socio-emocional,'hola chicos como andan?'
tarea,'estuve viendo y para mi asi esta bastante bien'
tarea,'y creo que no deberiamos seguir agregandole cosas porque lo sobrecargamos, para mi asi ya esta excelente'
tarea,'no se que opinan ustedes...'
socio-emocional,'ahora le doy una leida a todo a ver como esta'
tarea,'pero por lo que vi pareciera que esta'
tarea,'perdon mi ignorancia, pero que es el chat hangout?'
tarea,'mejor dicho, como empezamos a usarlo?'
tarea,'cuestion, en que quedamos con el tp? ya esta para entregar?'
tarea,'a mi parecer ya esta entregable'
tarea,'si les parece mas a la noche vemos bien los 3 puntos y si estamos todos de acuerdo lo dejamos listo'
tarea,'Me parece a mi que esta bastante bien'
socio-emocional,'Como decis, a la noche de ultima lo vemos todos juntos'
socio-emocional,'chicos ahi actualize unas cosas'
tarea,'cuando puedan releanlo asi ya lo entregamos'
tarea,'quedo bien'
socio-emocional,'a ver, ahi le pego una leida y les doy mi opinion'
tarea,'Yo creo que esta bastante bien'
tarea,'Por mi estaria para mandar'
socio-emocional,perfecto
tarea,'lo paso a pdf y se los mando'
socio-emocional,dale
tarea,'Chicos recien lei que hay que hablar por aca, esta perfecto el trabajo para mi.'
tarea,'parecen limones los emoticones, jajaj'
socio-emocional,'jaja buenisimo chicos'
socio-emocional,'en un ratito ya mando el trabajo por mail'
socio-emocional,'Genial !!'
tarea,'Hola, me leen?'
socio-emocional,Ok.
tarea,'Imagino que será más fácil para ustedes porque sino van a tener que dejar loggeado un usuario en el documento, no tiene chatlog'
tarea,'en un hangout, perdón, llaamdo T1_W12'
tarea,'A ver, agregame a hangouts a mí. aereal@gmail.com, que yo trato de agregarte nuevamente'
tarea,'ya esta'
tarea,'Hacé esto primero igual:'
tarea,'Viste en tu gmail, que tenés el chat de hangouts? A la derecha de tu nombre vas a ver una flechita hacia abajo.'
tarea,'Hacele click'
socio-emocional,'si ya esta+'
tarea,'Deberías ver tu configuración de hangout, notificaciones, etcétera.'
tarea,'En una de esas partes tenés cosas archivadas, invitaciones'
tarea,'en invitaciones debe estar el de la cátedra'
socio-emocional,sisi
tarea,'fijate si te llegó una invitación para entrar a un hangout'
socio-emocional,'no no me llego nada'
socio-emocional,'uh, resolvieron el ticket en donde dejé dicho como fijarte'
tarea,'pero bueno, andá a tu gmail'
tarea,'en el chat'
tarea,'a tu derecha hay una flechita'
socio-emocional,'pero fui ahi y no tenia nada'
socio-emocional,'posta? damn'
tarea,'estás adentro porque te veo'
tarea,'fijate si no te aparece el invite'
tarea,'dentro de la lista de hangout tampoco?'
socio-emocional,'sisis ya esta'
socio-emocional,genial
tarea,'Chicos, empiecen a usar el Hangout 18:30 vamos a dejar de tomar datos de este chat para estadisticas.'
tarea,'Todos los grupos ya migraron a ese chat son los unicos que faltan'
tarea,'ya lo estamos usando'
tarea,'lo estamos usando hace una hora mas o menos'
tarea,'Están por ahí?'
tarea,'si, aca estoy... sebastian no puede ver la conversacion'
tarea,'tiene que aceptarla'
socio-emocional,'ahora le explico'
socio-emocional,'aca estoy'
socio-emocional,esaaa
socio-emocional,buenísimo
socio-emocional,'bien ahi, mati la tiene mas clara que yo para gmail'
tarea,'lo acabo de buscar, yo no estoy muy familiarizado con hangout desde el webui, siempre lo uso desde el celu'
tarea,'mientras esperamos a los demás leamos un poco sobre Machine Learning'
socio-emocional,'dale dale'
tarea,'yo lo único que se de ML es que la mayoría de las cosas hoy en día lo usan, como por ejemplo el buscador de google, o cosas de esa índole que aprenden constántemente de la información que se le va proveyendo, y en base a eso proven funcionalidad de manera dinámica, por así decirlo'
tarea,'en el caso de google, el buscador de ellos aprende de todos nosotros que constantemente le vamos \"ENSEÑANDO\" qué cosas buscamos y qué no'
socio-emocional,'sii es basicamente eso'
tarea,'yo estaba viendo lo que decia la wiki, aunque bueno habria que buscar algo un poco más cientifico'
tarea,'a medida que agregas informacion , aprende'
tarea,'Claro, pero no se qué tanta similitud tiene de una red neuronal, porque sonconceptos dinstintos'
socio-emocional,claro
socio-emocional,'voy a leer un poco mientras esperamos al resto'
tarea,'es un paradigma'
tarea,'(los de coursera dan cursos re intersantes sobre este tema, nunca los pude hacer)'
tarea,'ml usa eso?'
tarea,'usa qué?'
tarea,'Redes neuronales? según tengo entendido'
socio-emocional,claro
tarea,'es una de las tantas maneras de acercarse a lo que es ML'
socio-emocional,estoy
tarea,'Yo hice algo similar con imágenes porno.'
tarea,'Entrenamos un algoritmo para que detecte determinadas cantidades de piel en imágenes, y nosotros las taggeabamos como porno o no.'
tarea,'En base a eso sacó valores que usamos para otro algoritmo, y con eso detectabamos de uan manera bastante acertada si la imágen que estaba analizando en ese momento era porno o no. (desnudo en realidad)'
tarea,'hola Martín, estamos charlando un poco mientras esperamos a Cande'
tarea,'Creo que sale de rendir ahora'
tarea,'que se rendia hoy??'
socio-emocional,'a de una'
tarea,'Exploratoria, entre otras cosas'
socio-emocional,'sip exploratoria'
tarea,'que onda si alguien no aprueba la cursada de exploratoria y el trabajo si?'
tarea,'y digamos que debes desaprobar'
tarea,'y calculo que desaprobas'
tarea,'o capaz q te guardan la nota para le año q viene si la queres recursar y no dar libre'
tarea,'No tengo la menor idea, capaz te guardan la nota, porque por lo que veo son cosas que no se relacionan demasiado'
tarea,'ha noc , lo tendrias que preg'
tarea,'Preguntá por las dudas, no supongamos'
socio-emocional,'igual pregunto de curioso la aprobé el año pasado jaja'
socio-emocional,jajajjaa
tarea,'si falta alg 2 te guardan la nota?'
tarea,'Igual diría que esas cosas las hablemos por otro canal, ¿no? :P, para no desvirtuar lo que tiene que ver con la realización del trabajo.'
tarea,'Sino cada vez que entra alguien se tiene que leer banda de cosas que no tienen nada que ver jaja'
socio-emocional,'jajaj si es verdad'
tarea,'ah posta nos estan monitoreando'
socio-emocional,'yo que queria charlar sobre el tp tomando una cerveza en antares'
tarea,'Miren este quote, es genial: \"A computer program is said to learn from experience E with respect to some class of tasks T and performance measure P, if its performance at tasks in T, as measured by P, improves with experience E\"'
socio-emocional,'Y, pasa que es difícil, tendríamos que grabar la reunión, que no me parece mala idea tampoco, me gusta más el cara a cara.'
socio-emocional,'Pero sería re difícil grabar en video toooodo.'
tarea,'Porque con audio no se sabe quién dice qué cosa'
tarea,'eso nos sirve para empezar'
tarea,'si no es un garron'
tarea,'sino vamos cada uno con su pc y hablamos por el chat'
socio-emocional,'che esta bueno eso'
tarea,'Un programa de computadora se dice que aprende de una experiencia E con respecto a una clase de tareas T y medida de performance P, si la performance de las tareas en T, medidas por P, mejoran esa experiencia E, lo traduje re mal'
tarea,'primero tendriamos que poner una definicion mas general'
tarea,'despues la wiki habla de los distintos tipos, refiriendose a la forma de aprender y a la forma de generar las salidas'
tarea,'pero suena como una condición que tiene que cumplirse para que un programa cumpla con el criterio de ML'
socio-emocional,'(me anda mal el spacebar'
tarea,'eso nos sirve como partida'
socio-emocional,'si como lo explica wiki esta bueno'
socio-emocional,'igual digamos que eso si bien sirve un poco, no nos explica la gran cosa'
tarea,'a ver, diga qué entiende cada uno, en dos oraciones no más, lo que cree que es ML'
tarea,'¿les parece?'
tarea,'como para ir viendo si estamos yendo en el camino correcto'
tarea,'es una manera de estudiar y contruir algoritmos que aprendan a partir de informacion'
tarea,'eso entendi yo'
tarea,'crear tecnicas que permitan a una computadora aprender. es decir generar un comportamiento a partir de diversos eventos que van afectando a la misma'
tarea,'mas o menos entre eso esta la definicion, creo que tiene que ver con inteligencia artificial (puedo estar equivocado) y la idea es que aprenda no solo de los eventos, tambien de la información de entrada la cuál evalúa y procesa y lo vuelve más \"inteligente\"'
tarea,'Un área IT en la cual se estudia el diseño de sistemas, que mediante la entrada contínua de datos tienen la capacidad de enseñarse a ellos mismos sobre como perfeccionarse.'
tarea,'(Lo de perfeccionarse es debatible, es ganar experiencia, o perfeccionarse en orientación a lo que están diseñados a hacer.)'
socio-emocional,'Está bien, todos estamos en la misma, buenísimo, hay sintonía'
socio-emocional,joya
tarea,'faltaría la de cande nomás'
tarea,'estaría bueno que ella lea, diga la suya sin que la condicionemos'
tarea,'estoy viendo si cuando curse inteligencia artificial no lo vimos'
tarea,'Tienen relación, porque para generar un AI a veces necesitas de donde sacar esa información, imaginate que todo puede ser complementario'
tarea,'El algoritmo de mi herramienta no usaba ML, usó el output de una red neuronal nada más'
socio-emocional,'sip , hay que avisarle, alguno la conoce'
socio-emocional,'yo no'
tarea,'Debe estar llegando, supongo que tardará media hora en llegar a su casa'
tarea,'la otra vez habia comentado en cuys q queria saber si se podia desanotar del tp, pero despues hablo por gmail asi q supongo q quiere hacer el tp'
tarea,'mientras tanto, si no conocen, como para aprender algo colateral, googleen sobre el test de turing, que es más de chusma que otra cosa'
tarea,'si quieren podriamos ir viendo q aplicaciones utilizan ml'
tarea,'varios motores de busqueda'
tarea,'alguno uso la aplicación SocialGR para algun trabajo de alguna cátedra? por lo que lei en las filminas de inteligencia artificial usa un tipo de aprendizaje de este estilo'
tarea,'yo una vez lei, sobre gta, no lo juego ni me gusta, pero decia algo como q el ultimo utilizaba algo asi, q iba aprendiendo como el usuario iba jugando asi a medida q iba avanzando hacian estrategias sobre eso y al final se te ponia bastante aspero por asi decirlo'
tarea,'y supuestamente vienen varios juegos con esa idea'
tarea,'ah re copodo'
tarea,copado
socio-emocional,'ahí está cande'
socio-emocional,joya
tarea,'Cande, lo único que hicimos por ahora fue leer un poco sobre Machine Learning, y contar cada uno en una breve oración qué es lo que entendimos!'
tarea,'mati seguiste leyendo lo de la wiki?'
tarea,Sí
tarea,'cuando te habla de los approaches'
tarea,'Estoy leyendo de varias fuentes de internet porque son temas que he charlado pero nunca le presté mucha atención, ahora entiendo un poco más'
tarea,'vendrian a ser los subtipos o las ramas especializadas donde se usa ML'
tarea,'Hay 3 clasificaciones importantes que destacar: Que son aprendizaje asistido, sin asistencia, y con refuerzo.'
tarea,'si eso justo lo estaba leyendo en wiki'
tarea,'Asistido sería el que mencioné yo, de la red neuronal que usé, que la entrenamos específicamente como a un nene.'
tarea,'Diciéndole: esta imágen es un desnudo, esta otra imágen no, esta sí.'
tarea,'Así sucesivamente, como pulirla, así aprendemos nosotros a diferenciar naranjas de mandarinas básicamente'
tarea,'y esta el semi supervisado'
tarea,'alguno uso Weka?'
tarea,'por lo que vi es un software para ML'
tarea,'Con refuerzo (semi supervisado), sería que tenés una meta.'
tarea,'Se me viene a la cabeza un juego que vi hace tiempo, de algoritmos genéticos, que eran autos, que se creaban aleatoriamente la primera vez, e iban andando por un mapa estático.'
tarea,'Y si se quedaban trabados se mataban, tenía siempre los mismos obstáculos.'
tarea,'Y los que llegaban más lejos tenían un valor más alto.'
tarea,'Es bastante más orientado al valor que se le da al algoritmo genético en este caso, pero la cuestión es que iban aprendiendo del terreno y de como ellos mutaban para poder llegar hasta el final del camino.'
tarea,'Está bastante bueno ese juego'
tarea,'Algo que te guíe por el camino correcto como para no salir para cualquier lado (sin supervisión), que no tiene nada de malo, sólo que a veces cuando hacés uno sin supervisión no vas a saber bien para qué lado puede salir, y podés sorprenderte.'
tarea,'A veces se encuentran cosas copadas de esta manera también'
tarea,'No, no conozco Weka'
tarea,'y tampoco usé SocialGR, aunque me re suena'
socio-emocional,'hola ya estoy'
tarea,'Lo del GTA Martín me hace acordar a algo que se usa en el Left 4 dead'
tarea,'El left 4 dead detecta cuando los usuarios se están aburriendo y te larga una horda de zombies, con determinada dificultad, en base a tus reacciones dentro del juego'
tarea,'Me suena a que debe haber frameworks monstruosos para estas cosas'
tarea,'hay uno de apache me parece, que te da un framework para java'
tarea,'Me confundí yo, semi supervisado no es lo mismo que reforzado, para el ejemplo que dí puede que sirva, pero en reforzado tiene una meta clara, en semi supervisado se dan algunas pautas pero no todas, y no están del todo claras'
tarea,'claro la informacion que brinda es incompleta'
tarea,'esta bueno eso, aunque me parece que tendriamos que usar ejemplos menos volados, pq la verdad ni idea como trabajan esos juegos gigantes.'
tarea,'Todo esto nos sirve para responder la primer pregunta'
socio-emocional,'si es'
tarea,'verdad no creo que tenga que ser muy extenso'
tarea,'No no, obvio, esperemos que cande se ponga a tono y elaboramos entre todos la primera'
socio-emocional,'dale dale no hay problema'
socio-emocional,'no, me parce que es una definicion mas corta y concisa, no creo que haya que poner ejemplos'
socio-emocional,'Extenso no significa bueno.'
tarea,'KISS (keep it simple stupid) <3.'
tarea,'ejemplos en el 2 hay que poner'
tarea,'no son ejemplos, son más aplicaciones'
tarea,'bueno digo para que vayamos haciendo el 1'
tarea,'si yo estaba pensando lo mismo q cande, me parece q lo de los ejemplos queda para la segunda'
tarea,'listo entonces pongamos una definicion general pero buena , y los distintos tipos'
tarea,'bueno, empezamos a redactar la definición de machine leaarning? con nuestras palabras?'
tarea,'cande tirá la tuya, breve'
tarea,'que es la única que nos falta'
tarea,'Seba: es una manera de estudiar y contruir algoritmos que aprendan a partir de informacion'
tarea,'Pato: crear tecnicas que permitan a una computadora aprender'
tarea,'Tincho: es decir generar un comportamiento a partir de diversos eventos que van afectando a la misma.'
tarea,'Matt: Un área IT en la cual se estudia el diseño de sistemas, que mediante la entrada contínua de datos tienen la capacidad de enseñarse a ellos mismos sobre como perfeccionarse.'
tarea,'Vayan pensando en aplicaciones mientras tanto'
tarea,'A mi ya se me ocurrió una'
tarea,'cual mati ?'
tarea,'podriamos buscar algun recomendador de cualquier cosa de interes'
tarea,'terminemos primero la una diría, así vamos cerrando'
socio-emocional,'dale dale'
tarea,'si, serian tecnicas para generar un comportamiento o que permitan a la maquina \"aprender\"'
tarea,'si quieren lo vamos redactando en el documento'
socio-emocional,buenísimo
